Grade,Course,Period,Room,Mark1
11,EEFGDUQF,2,336,88
10,AUFC1TA,2,204,85
9,PPF41Q3G,2,GYM2,100
10,HUF41H,2,338,92
9,PHF41H2,2,B17,100
9,PPF41Q3G,2,GYM2,95
12,HBF21U,2,314,82
9,PPF41Q2G,2,GYM2,100
9,HGF81QTD,2,313,65
11,EEFG9UQX,2,125,96
9,SLF41,2,332,55
12,MPF21U,2,205,98
12,EEFGDUQJ,2,348,88
11,EEFGDUQJ,2,348,70
9,MEF41,2,219,81
10,ULFC1TP,2,B39,81
9,HGF81QTD,2,313,70
11,EEFGDUGJ,2,B6,96
11,MPF41UQJ,2,214,85
12,MQF21C,2,208,78
10,ULFC1TP,2,B39,80
11,EEFGDUQJ,2,348,70
9,PPF41Q3G,2,GYM2,100
10,BCF41T,2,108,95
10,PPF41Q3B,2,GYM3,90
9,SLF41QB,2,229,72
11,EEFGDQT,2,246,70
9,UAF41Q2,2,227,81
9,UAF41Q3,2,227,81
12,UEFGDH,2,B27,95
12,BCF41T,2,108,85
12,PPF41Q3G,2,GYM2,81
10,PPF41Q2B,2,GYM1,70
9,SLF41HB,2,229,93
12,EQF41QQY,2,328A,100
12,EEF21U,2,347,90
10,HUF41UQX,2,325,82
9,SEF41H,2,B30,90
10,FJFC5H,2,126,99
9,HGF81QGD,2,313,70
10,EEFG9,2,334B,67
10,EEFGDHT,2,246,90
12,HFF41X,2,324,80
9,EEFG1QB,2,330,85
9,EEFG5,2,146,76
10,MQF41QTF,2,106,77
11,SRF21U,2,346,88
9,HGF81HF,2,326,92
9,HFF41,2,323,65
9,HUF41QG,2,124,55
9,EEFG1HB,2,330,91
12,SEF41,2,B30,76
10,UAF41Q2,2,227,73
10,UAF41Q3,2,227,65
12,FSFC9,2,123,65
10,EEF21C,2,350,65
10,AUFC1TA,2,204,81
10,HGF85HF,2,321,90
12,HFF41,2,323,76
11,MPF41UQJ,2,214,90
9,HGF81QGD,2,311,87
10,UAF41Q3,2,227,69
9,MGF41,2,103,72
12,PPF41Q2B,2,GYM1,65
10,HGF85HF,2,321,96
9,PHF41H3,2,B17,97
9,PPF41Q2G,2,GYM2,100
9,MEF41,2,203,70
9,HGF81QQD,2,316,68
10,HUF41H,2,338,94
11,AUFC5UAT,2,232,92
11,PPF41Q2G,2,GYM2,55
11,EEF21C,2,350,45
9,PPF41Q2G,2,GYM2,90
12,PPF41Q2B,2,GYM3,55
11,UEFG9,2,B27,82
9,HGF81QTD,2,311,77
10,FLFC9,2,121,45
10,FSFC9,2,123,88
10,EEFG5QT,2,249,79
11,FFFC5,2,111,72
9,MGF41QGF,2,207,65
10,EEFGDQT,2,246,45
10,FSFC9,2,123,78
10,PPF41Q2G,2,GYM2,100
10,UAF85H3,2,227,100
10,EEFG5QG,2,249,65
11,MQF41QTF,2,106,80
10,SCF41,2,138,65
9,MEF41,2,219,55
11,SEF41,2,B30,55
9,HGF81QTD,2,311,73
10,AUFC5UAT,2,232,96
12,BCF41T,2,108,83
12,PWF41Q3B,2,POOL,85
9,MGF41QWF,2,107,73
9,HUF41,2,338,79
10,EEFG5QG,2,249,69
9,HUF41QG,2,124,55
12,PPF41Q2B,2,GYM1,90
12,SQF41QQY,2,233,100
9,SLF41H,2,332,97
9,HGF81QF,2,326,55
12,HBF21U,2,314,74
10,FJFC5,2,126,85
9,PPF41Q3G,2,GYM2,95
9,UAF41Q2,2,227,78
10,MRF41,2,225,88
12,PPF41Q3B,2,GYM1,45
11,BCF41T,2,108,90
11,PPF41Q3G,2,GYM2,65
10,FMFC5H,2,115,91
9,MEF41,2,219,65
10,MRF41H,2,225,100
ST,PPF41Q2B,2,GYM1,90
12,EEF21U,2,349,85
11,FLFC9H,2,121,97
9,MGF41,2,103,76
9,MEF41H,2,219,92
11,EEFGDUQF,2,336,80
9,PPF41Q3G,2,GYM2,100
12,AQF41QQY,2,216B,100
9,PPF41Q3B,2,GYM1,90
11,EEFGDUQJ,2,348,76
10,HGF85QF,2,321,81
10,FMFC5H,2,115,98
10,HFF41,2,323,70
12,FSFC9,2,123,65
10,ULFC1TP,2,B39,85
10,PPF41Q2G,2,GYM2,85
11,BCF41T,2,108,85
11,PWF41Q2B,2,POOL,90
10,HGF85QF,2,321,78
10,HGF85QF,2,321,89
10,SCF41,2,138,83
10,EEFG5,2,146,84
12,SHFC7TM,2,248,85
9,PPF41Q3G,2,GYM2,100
10,EEFG9,2,334B,74
11,AUFC5UAT,2,232,98
10,FMFC1H,2,116,93
12,BCF41T,2,108,91
12,PPF41Q3G,2,GYM2,76
9,PPF41Q3B,2,GYM1,95
9,MEF41,2,203,73
9,PPF41Q2G,2,GYM2,100
9,MGF41,2,103,80
11,FLFC9H,2,121,90
10,PPF41Q3G,2,GYM2,45
9,PPF41Q3B,2,GYM3,90
9,SLF41H,2,332,95
11,UEFG9H,2,B27,98
9,SLF41,2,332,65
12,PPF41Q2B,2,GYM3,90
10,SWF41QT,2,231,68
10,FMFC5,2,115,84
9,PHF41Q3,2,B17,73
9,PPF41Q2G,2,GYM2,91
10,HUF41UQX,2,325,88
11,EEFG9UQX,2,125,93
11,SEF41H,2,B30,90
10,HUF41UQX,2,325,95
9,EEFGDQT,2,246,65
12,EEFGDUQF,2,336,83
9,PPF41Q2G,2,GYM2,100
10,PWF41Q3B,2,POOL,70
12,HBF21U,2,314,96
9,PPF41Q2G,2,GYM2,100
9,MEF41,2,203,72
12,MPF21U,2,205,80
9,SLF41QB,2,229,55
12,EEF21U,2,349,95
9,HQF41QHB,2,333,81
11,HFF41,2,323,88
10,PPF41Q2G,2,GYM2,100
10,PPF41Q3G,2,GYM2,85
9,PPF41Q2G,2,GYM2,75
11,MQF41QGF,2,106,75
9,EEFG9,2,334B,65
9,HGF85QF,2,321,78
12,EEF21U,2,349,75
10,BCF41T,2,108,90
10,PPF41Q2B,2,GYM1,100
11,SEF41,2,B30,73
11,MQF21C,2,208,78
11,HFF41X,2,324,80
10,PPF41Q2G,2,GYM2,95
10,PPF41Q3G,2,GYM2,100
11,FSFC5,2,113,85
9,SEF41,2,B30,73
10,HUF41UQX,2,325,89
11,MPF41UQJ,2,214,90
10,PPF41Q2G,2,GYM2,45
10,PPF41Q3G,2,GYM2,45
11,MQF41QTF,2,106,83
11,FFFC5H,2,111,91
10,FFFC5H,2,111,90
9,MEF41,2,203,72
12,SPF41H,2,238,95
10,EEFG9,2,334B,79
12,PPF41Q3B,2,GYM1,95
9,FSFC5,2,113,80
10,EEFG5HG,2,249,97
9,PHF41H2,2,B17,98
9,PPF41Q3G,2,GYM2,100
9,FMFC1,2,116,76
10,HUF41UQX,2,325,87
10,PWF41Q2B,2,POOL,90
10,HUF41QG,2,124,70
11,UAF41Q3,2,227,73
10,MRF41,2,225,83
11,EEFG9UQX,2,125,92
10,SCF41H,2,141,96
11,BCF41T,2,108,84
11,FLFC9,2,121,65
9,FSFC5,2,113,80
9,PHF41Q2,2,B17,86
9,PPF41Q3G,2,GYM2,65
9,EEFG1HGB,2,250,92
11,FLFC9,2,121,88
11,EEFGDUQF,2,336,88
10,FSFC9H,2,123,94
11,FMFC5H,2,115,97
10,EEFGDUQJ,2,348,90
11,AUFC5UAT,2,232,82
9,EEFG1HB,2,330,93
9,MGF41QWF,2,107,55
10,PPF41Q2G,2,GYM2,65
9,FJFC5,2,126,75
10,HUF41UQX,2,325,90
9,HGF81QTD,2,311,75
9,UAF41H2,2,227,92
9,UAF41H3,2,227,90
9,HGF81QGD,2,311,88
10,EEFGDUQF,2,336,45
10,SEF41,2,B30,45
12,HBF21U,2,314,97
12,UAF41H2,2,227,97
12,UAF41H3,2,227,93
9,SWF41QG,2,231,45
9,SLF41,2,332,89
10,PPF41Q2G,2,GYM2,94
11,FFFC5H,2,111,94
11,HUF41,2,338,65
9,FFFC5,2,111,72
10,HUF41H,2,338,92
12,PPF41Q2G,2,GYM2,100
12,EEFGDUQJ,2,348,82
11,AUFC1TA,2,204,89
9,HQF41QHB,2,333,88
11,FFFC5H,2,111,92
9,EEFG1QGB,2,250,55
10,AUFC1TA,2,204,70
10,BCF41T,2,108,93
10,PWF41Q2B,2,POOL,93
9,PPF41Q3G,2,GYM2,90
12,HFF41X,2,324,75
9,MGF41,2,103,85
9,ULFC1TP,2,B39,78
12,EEF21U,2,349,90
9,HUF41QT,2,124,45
10,SCF41H,2,141,94
11,MRF41H,2,211,99
9,PPF41Q3B,2,GYM3,90
10,BCF41T,2,108,90
10,PPF41Q2G,2,GYM2,100
12,EEF21U,2,347,65
9,MGF41,2,103,75
11,EEFGDUGJ,2,B6,65
10,SCF41,2,141,71
10,PPF41Q2G,2,GYM2,65
10,UAF41Q3,2,227,67
10,SEF41,2,B30,80
12,EEF21U,2,349,75
11,MRF41,2,225,81
10,EEFG5H,2,146,97
12,EEFGDUQF,2,336,88
9,PHF41H2,2,B17,91
9,PPF41Q3B,2,GYM3,90
11,UEFG9H,2,B27,100
9,FSFC5,2,113,80
11,MPF41UQJ,2,214,80
11,EEFG9UQX,2,125,92
12,EEF21U,2,347,85
10,HUF41UQX,2,325,92
10,FFFC5H,2,111,98
9,SLF41QWB,2,328B,80
10,FJFC5H,2,126,92
9,HQF41QHB,2,333,87
10,UAF41Q3,2,227,77
12,BCF41T,2,108,94
12,EEF21U,2,349,90
11,MPF41UQJ,2,214,87
10,HUF41UQX,2,325,88
9,MEF41,2,219,86
11,MRF41,2,225,82
9,MGF41,2,103,79
11,EEFG9,2,334B,76
9,MEF41,2,219,88
9,PPF41Q3B,2,GYM1,90
9,PWF41Q2B,2,POOL,80
9,PPF41Q3B,2,GYM1,100
9,PPF41Q3B,2,GYM3,90
9,PHF41H2,2,B17,92
9,PPF41Q3B,2,GYM3,90
12,EEFGDHG,2,246,91
11,EEFGDUQF,2,336,85
12,FSFC9,2,123,65
9,EEFG1QTB,2,250,88
11,HFF41X,2,324,82
10,HUF41UQX,2,325,91
10,HUF41,2,338,78
ST,PPF41Q2G,2,GYM2,80
10,PPF41Q3B,2,GYM3,80
10,PWF41Q2B,2,POOL,70
9,EEFG1HGB,2,250,90
12,HFF41H,2,323,91
11,ULFC1TP,2,B39,72
11,FFFC5H,2,111,95
9,HGF81QQD,2,316,89
10,EEFG5HG,2,249,91
10,HGF85QF,2,321,84
11,HFF41X,2,324,83
9,HQF41QHB,2,333,87
12,BCF41T,2,108,45
12,HQF41QQY,2,317,99
9,HFF41,2,323,75
11,FLFC9H,2,121,91
11,HFF41X,2,324,75
11,FMFC5H,2,115,96
11,EEFGDUGJ,2,B6,72
9,EEFG1QB,2,330,45
9,EEFG1QGB,2,250,83
9,PPF41Q3G,2,GYM2,100
11,EEFGDUQF,2,336,45
10,EEFG5H,2,146,92
9,SLF41QB,2,229,80
10,SCF41,2,138,69
9,MEF41,2,203,55
9,PPF41Q3B,2,GYM3,65
9,UAF85Q2,2,227,55
11,BCF41T,2,108,93
12,EEF21U,2,349,90
10,BCF41T,2,108,84
10,PWF41Q2B,2,POOL,85
11,FJFC5H,2,126,97
11,MGF41QGF,2,207,45
9,HUF41,2,338,82
9,HQF41HHB,2,333,90
11,SRF21U,2,346,90
10,PPF41Q2G,2,GYM2,100
10,PPF41Q3G,2,GYM2,100
9,SLF41QB,2,229,88
11,EEFG9H,2,334B,92
9,SCF41H,2,141,100
9,MGF41,2,103,87
10,PWF41Q2B,2,POOL,85
10,UAF85Q3,2,227,80
10,UEFGDH,2,B27,100
9,SLF41H,2,332,99
10,ULFC1TP,2,B39,88
9,HQF41QHB,2,333,80
10,HUF41UQX,2,325,84
9,HQF41QHB,2,333,85
12,SPF41H,2,238,95
11,MRF41,2,211,70
12,MPF21U,2,205,88
11,SWF41HG,2,231,90
9,HGF81QQD,2,316,67
11,EEFG9UQX,2,125,93
9,MGF41H,2,103,91
9,EEFG1QGB,2,250,82
9,PPF41Q2B,2,GYM3,90
10,HGF85HF,2,321,97
11,MPF41UQJ,2,214,70
11,MRF41,2,225,55
9,MEF41,2,203,75
9,HGF81QGD,2,313,82
11,EEFGDUQJ,2,348,72
10,EEFG5QT,2,249,69
12,EEFGDUQF,2,336,75
11,EEFG9UQX,2,125,90
9,SLF41,2,332,74
11,HFF41X,2,324,82
9,UAF41Q2,2,227,69
10,EEFGDUQF,2,336,80
9,HFF41,2,323,45
9,HGF81QQD,2,316,65
10,EEFG5,2,146,89
12,EEFGDUQF,2,336,90
9,HGF81QQD,2,316,71
10,ULFC1TP,2,B39,83
11,UEFG9H,2,B27,95
9,MEF41,2,203,85
9,PPF41Q2G,2,GYM2,100
9,EEFG1HGB,2,250,95
9,MQF21C,2,208,55
12,EEF21U,2,349,90
10,MGF41HGF,2,207,91
9,SCF41,2,138,73
12,HBF21U,2,314,89
10,FJFC5,2,126,71
10,PWF41Q2B,2,POOL,85
10,PWF41Q3B,2,POOL,85
9,HGF81QTD,2,313,65
10,EEFG5QT,2,249,89
12,PPF41Q2G,2,GYM2,80
10,HUF41,2,338,80
9,PPF41Q3B,2,GYM1,90
11,EEFG9UQX,2,125,81
9,PPF41Q3B,2,GYM3,90
9,UAF41Q2,2,227,75
10,SEF41,2,B30,88
11,MRF41,2,225,77
10,HGF81QF,2,326,70
12,HFF41H,2,323,92
11,FMFC5H,2,115,99
12,EEFGDUQF,2,336,65
10,EEFG9,2,334B,65
10,HGF81HF,2,326,94
10,EEFGDQT,2,246,45
12,SHFC7TM,2,248,75
9,EEFG1QTB,2,250,86
12,UEFGDH,2,B27,100
9,SWF41QG,2,231,73
9,SLF41QB,2,229,55
9,MEF41,2,219,84
10,AUFC1TA,2,204,95
10,MRF41,2,225,74
10,FLFC9,2,121,83
12,EEF21U,2,347,85
9,MEF41,2,219,65
11,AUFC1TA,2,204,97
12,SHFC7TM,2,248,80
12,EEFGDUGJ,2,B6,90
9,HGF81QQD,2,316,73
9,PHF41Q3,2,B17,80
9,PPF41Q2B,2,GYM1,90
11,EEFGDQG,2,246,87
10,EEFG5QT,2,249,89
9,PPF41Q3G,2,GYM2,65
10,FMFC5H,2,115,99
12,EEF21U,2,347,93
11,SEF41H,2,B30,98
12,EEFGDUQF,2,336,85
11,UAF41Q3,2,227,81
12,UAF41Q2,2,227,87
10,AUFC1TA,2,204,85
10,EEFG5,2,146,76
10,FMFC5,2,115,87
11,SPF41H,2,238,95
12,MGF41HTF,2,207,93
10,SCF41H,2,138,92
10,BCF41T,2,108,95
10,PPF41Q2B,2,GYM1,100
9,PPF41Q2B,2,GYM3,90
9,FMFC5H,2,115,95
9,MGF41,2,103,85
10,SCF41H,2,141,100
10,AUFC1TA,2,204,86
9,HGF81QF,2,326,65
10,PWF41Q3B,2,POOL,92
10,UAF41Q2,2,227,76
11,HFF41X,2,324,93
10,EEFGDQG,2,246,65
10,EEFG5HG,2,249,92
12,UEFGDH,2,B27,97
11,BCF41T,2,108,93
11,PPF41Q3B,2,GYM1,80
9,HGF81QF,2,326,85
9,HGF81QF,2,326,80
10,AUFC1TA,2,204,96
10,SCF41,2,138,78
11,AUFC5UAT,2,232,68
9,PPF41Q2B,2,GYM3,90
11,EEF21C,2,350,65
11,EEFG9,2,334B,83
11,MRF41H,2,225,95
9,FSFC5,2,113,85
12,EEFGDUQF,2,336,88
9,HGF81HF,2,326,90
9,PPF41Q2B,2,GYM3,90
9,HGF81QTD,2,311,74
9,HGF81QTD,2,313,72
11,HFF41X,2,324,67
10,PPF41Q3B,2,GYM3,90
10,UAF85Q2,2,227,80
12,EEF21C,2,350,90
10,HUF41,2,338,75
11,HFF41X,2,324,80
9,PPF41Q2B,2,GYM3,90
9,PPF41Q2B,2,GYM3,90
10,AUFC1TA,2,204,83
12,UEFGDH,2,B27,98
9,FMFC5,2,115,89
9,HGF85QF,2,321,65
9,SLF41,2,332,87
10,HGF85QF,2,321,83
9,FMFC1H,2,116,92
9,HGF81HF,2,326,95
10,MGF41,2,103,88
11,FSFC9,2,123,84
10,PPF41Q2G,2,GYM2,100
10,PPF41Q3G,2,GYM2,100
9,EEFG1HB,2,330,93
9,SLF41QB,2,229,69
11,AUFC5UAT,2,232,91
9,PHF41Q3,2,B17,78
9,PPF41Q2B,2,GYM1,95
10,MRF41H,2,211,99
11,EEFG9UQX,2,125,91
10,HUF41,2,338,83
10,HGF85QF,2,321,65
10,FMFC5H,2,115,92
9,MEF41,2,219,86
10,HGF85HF,2,321,90
9,HGF81QQD,2,316,88
9,EEFG1QGB,2,250,85
9,PPF41Q2B,2,GYM1,90
10,ULFC1TP,2,B39,85
10,HUF41HG,2,124,97
11,MPF41UQJ,2,214,45
12,SRF21U,2,346,70
9,HUF41QG,2,124,65
10,PWF41Q2B,2,POOL,90
10,PWF41Q3B,2,POOL,88
11,HUF41,2,338,65
10,EEFG5H,2,146,96
9,MEF41,2,219,82
9,SLF41,2,332,65
11,SCF41,2,138,73
9,MGF41QWF,2,107,75
9,HGF81HF,2,326,93
12,UEFGDH,2,B27,100
10,SCF41H,2,141,94
9,HGF81QF,2,326,65
9,FMFC1H,2,116,92
10,MGF41,2,103,85
11,PPF41Q3G,2,GYM2,95
12,FMFC1H,2,116,90
10,HUF41QT,2,124,65
10,AUFC1TA,2,204,97
9,HQF41QHB,2,333,85
10,HUF41UQX,2,325,93
11,FSFC5,2,113,45
11,SRF21U,2,346,95
11,EEFG9UQX,2,125,92
9,PPF41Q3B,2,GYM1,80
10,SCF41H,2,141,91
12,BCF41T,2,108,92
10,HUF41HG,2,124,95
10,ULFC1TP,2,B39,82
10,EEFG5HG,2,249,95
11,EEFGDUTJ,2,B6,68
9,HGF81QQD,2,316,85
9,MEF41,2,203,65
12,HGF85QF,2,321,45
10,PWF41Q2B,2,POOL,92
10,UAF41Q3,2,227,86
12,HBF21U,2,314,88
10,MRF41,2,225,79
9,SLF41,2,332,65
9,MQF21C,2,208,75
11,BCF41T,2,108,94
11,PWF41Q2B,2,POOL,92
11,SEF41H,2,B30,95
9,PPF41Q3B,2,GYM3,90
9,PPF41Q2G,2,GYM2,93
9,PHF41H2,2,B17,94
9,PPF41Q3B,2,GYM3,90
9,MGF41QGF,2,207,45
12,FLFC9,2,121,80
9,HGF81QQD,2,316,81
12,SPF41H,2,238,90
9,MGF41H,2,103,93
10,MRF41,2,225,85
10,FSFC9H,2,123,92
11,UEFG9H,2,B27,98
11,MPF41UQJ,2,214,83
10,ULFC1TP,2,B39,86
9,EEFGDUTJ,2,B6,45
11,MQF41QTF,2,106,79
10,FMFC5H,2,115,92
11,BCF41T,2,108,83
11,PPF41Q2B,2,GYM1,80
11,MQF41HTF,2,106,90
10,HUF41,2,338,65
10,FSFC9H,2,123,96
9,PPF41Q2G,2,GYM2,100
9,FMFC1H,2,116,97
9,EEFG5,2,146,85
10,EEFGDUQF,2,336,45
9,PPF41Q3G,2,GYM2,55
11,SPF41,2,238,81
11,EEFGDUQJ,2,348,80
11,EEFG9,2,334B,89
9,SLF41HWB,2,328B,90
10,HUF41HG,2,124,90
10,EEFG5H,2,146,90
9,PHF41Q3,2,B17,73
9,PPF41Q2B,2,GYM1,85
10,SCF41,2,138,84
12,EEFGDUQJ,2,348,65
12,SPF41H,2,238,95
9,PPF41Q3G,2,GYM2,97
11,MRF41,2,211,85
9,HGF81QGD,2,311,83
9,PHF41Q3,2,B17,65
9,PPF41Q2B,2,GYM3,65
11,SWF41HG,2,231,93
11,MRF41H,2,225,93
9,PHF41Q3,2,B17,88
9,PHF41Q2,2,B17,86
9,PPF41Q3B,2,GYM3,90
10,UAF41Q3,2,227,74
11,EEFGDUGJ,2,B6,75
11,MGF41,2,103,65
9,SLF41QWB,2,328B,66
10,PPF41Q3B,2,GYM3,90
11,HFF41X,2,324,85
9,PPF41Q3B,2,GYM3,65
10,FJFC5,2,126,84
10,MGF41QTF,2,207,65
12,UEFGDH,2,B27,100
11,BCF41T,2,108,86
11,EEF21U,2,347,80
9,HGF81QGD,2,313,87
10,FMFC5H,2,115,97
11,SHFC7TM,2,248,85
11,UEFG9,2,B27,83
12,MPF21U,2,205,92
9,HUF41,2,338,67
12,UEFGD,2,B27,65
9,HGF81QGD,2,311,83
9,HGF81QF,2,326,76
12,SHFC7TM,2,248,85
9,MGF41,2,103,71
12,MQF21C,2,208,88
9,HGF81QGD,2,313,71
11,MRF41,2,225,77
10,HUF41UQX,2,325,93
9,SHFC7TM,2,248,65
11,HFF41H,2,323,94
9,UEFGD,2,B27,55
9,MEF41,2,203,75
10,AUFC1TA,2,204,77
10,HGF85QF,2,321,70
11,FSFC5H,2,113,94
9,MEF41,2,219,77
9,PPF41Q2G,2,GYM2,45
9,MEF41,2,203,67
11,EEFGDUTJ,2,B6,90
12,SHFC7TM,2,248,65
9,EEFG5,2,146,45
9,SHFC7TM,2,248,75
9,EEFG1QB,2,330,83
11,EEF21C,2,350,75
9,PPF41Q2G,2,GYM2,100
12,HBF21U,2,314,74
9,HGF81QGD,2,313,70
12,MGF41QGF,2,207,67
10,EEFGDQG,2,246,75
9,FMFC1,2,116,55
10,MRF41,2,225,78
11,HGF85QF,2,321,55
9,SLF41H,2,332,96
9,PPF41Q2G,2,GYM2,75
9,PPF41Q3G,2,GYM2,90
11,FFFC5,2,111,83
11,FFFC5,2,111,88
12,UAF41Q2,2,227,68
9,PPF41Q2G,2,GYM2,99
9,PPF41Q3G,2,GYM2,90
10,MQF41QGF,2,106,75
11,MRF41H,2,211,93
10,PPF41Q2B,2,GYM3,55
10,UAF41Q3,2,227,45
11,SPF41H,2,238,90
9,PPF41Q3B,2,GYM3,45
10,PPF41Q2G,2,GYM2,100
10,PPF41Q3G,2,GYM2,91
11,BCF41T,2,108,55
10,FSFC9,2,123,88
9,MEF41,2,219,55
9,PHF41Q2,2,B17,88
9,PPF41Q3G,2,GYM2,100
11,FLFC9,2,121,89
9,EEF21C,2,350,45
10,EEFG9,2,334B,55
11,EEFGDUGJ,2,B6,78
9,PPF41Q3G,2,GYM2,100
10,SWF41QT,2,231,66
9,PHF41Q3,2,B17,65
9,PPF41Q2B,2,GYM1,75
12,EEFGDUGJ,2,B6,65
9,PHF41Q2,2,B17,65
9,PPF41Q3B,2,GYM3,90
11,FFFC5,2,111,65
10,PPF41Q2G,2,GYM2,65
10,PPF41Q3G,2,GYM2,65
9,FSFC5H,2,113,92
11,MRF41,2,225,73
12,MPF21U,2,205,82
9,PHF41H2,2,B17,99
9,PPF41Q3B,2,GYM1,95
9,PPF41Q2B,2,GYM1,90
11,PPF41Q3B,2,GYM3,90
11,EEFG9,2,334B,89
12,EEFGDUTJ,2,B6,85
11,FFFC9,2,111,45
9,PPF41Q3B,2,GYM1,65
11,SHFC7TM,2,248,75
12,EEF21U,2,347,93
12,UAF41Q2,2,227,66
12,UAF41Q3,2,227,73
9,PPF41Q3B,2,GYM1,65
11,MRF41H,2,211,93
9,SLF41QWB,2,328B,65
11,HFF41X,2,324,72
12,SPF41H,2,238,95
10,SCF41,2,138,88
9,UAF41Q2,2,227,75
11,EEFGDUQF,2,336,92
12,MQF41QGF,2,106,80
12,HBF21U,2,314,95
9,PPF41Q3G,2,GYM2,95
11,EEFGDQG,2,246,84
10,AUFC1TA,2,204,55
10,FFFC5,2,111,72
12,PPF41Q2B,2,GYM3,55
12,EEF21U,2,349,90
10,ULFC1TP,2,B39,98
10,SCF41,2,138,82
9,EEFG5,2,146,45
9,HGF81QTD,2,313,66
9,FMFC5H,2,115,91
12,UAF41Q2,2,227,73
9,HGF81QTD,2,311,79
12,EEFGDUGJ,2,B6,87
12,PPF41Q3G,2,GYM2,100
10,SCF41,2,141,82
9,EEFG1HGB,2,250,95
12,MPF21U,2,205,70
12,SHFC7TM,2,248,90
12,UEFGDH,2,B27,95
9,PPF41Q3G,2,GYM2,95
11,SCF41,2,138,79
11,HFF41X,2,324,81
11,SRF21U,2,346,65
11,AUFC5UAT,2,232,83
9,EEFG1QGB,2,250,55
10,HGF85QF,2,321,80
10,SCF41,2,141,80
11,HUF41H,2,338,95
10,PPF41Q3G,2,GYM2,45
11,EEFGDUQF,2,336,55
11,MRF41,2,211,65
11,SWF41QG,2,231,80
9,PPF41Q2G,2,GYM2,81
12,UEFGDH,2,B27,100
9,SCF41,2,141,83
9,HGF81QQD,2,316,77
9,FSFC5,2,113,75
9,HGF81QGD,2,313,67
9,SLF41H,2,332,97
9,MEF41,2,219,82
9,PPF41Q3G,2,GYM2,80
10,FJFC5H,2,126,91
12,MQF41QQY,2,204A,100
11,BCF41T,2,108,86
11,PPF41Q2B,2,GYM3,90
9,EEFG1HB,2,330,96
9,PHF41Q3,2,B17,85
9,PPF41Q2B,2,GYM1,95
10,AUFC5UAT,2,232,81
12,EEF21U,2,349,90
10,MRF41,2,211,85
10,PPF41Q2G,2,GYM2,100
10,PPF41Q3G,2,GYM2,100
11,MQF41QTF,2,106,45
11,HFF41H,2,323,90
9,MGF41,2,103,83
9,FFFC5,2,111,45
11,SHFC7TM,2,248,75
11,EEFG9H,2,334B,94
9,PHF41H2,2,B17,93
9,PPF41Q3B,2,GYM1,95
9,PPF41Q2G,2,GYM2,100
10,HGF85HF,2,321,96
10,EEFG5QG,2,249,78
9,PPF41Q3B,2,GYM1,90
10,FJFC5H,2,126,97
11,SRF21U,2,346,75
12,UEFGDH,2,B27,98
9,EEFG1QB,2,330,86
10,HGF85HF,2,321,93
11,UEFGDH,2,B27,100
10,SWF41QT,2,231,75
10,HFF41,2,323,79
11,EEFG9UQX,2,125,92
11,EEFGDUQF,2,336,45
10,HUF41QG,2,124,70
10,HUF41UQX,2,325,91
9,FMFC1H,2,116,90
11,EEFG9UQX,2,125,91
10,MGF41QTF,2,207,67
11,EEFGDHG,2,246,90
12,MPF41UQJ,2,214,70
11,PPF41Q2G,2,GYM2,100
11,SPF41H,2,238,95
9,MEF41,2,203,72
9,HGF81HGD,2,313,95
10,PPF41Q2G,2,GYM2,95
10,PPF41Q3G,2,GYM2,97
9,MGF41QGF,2,207,66
10,HGF85QF,2,321,82
9,PPF41Q2G,2,GYM2,94
12,EEFGDUTJ,2,B6,94
12,EEFGDUQJ,2,348,70
10,SWF41QT,2,231,65
9,PHF41Q3,2,B17,80
9,PPF41Q2B,2,GYM1,90
9,FFFC5,2,111,68
9,FMFC1H,2,116,91
9,HQF41QHB,2,333,88
9,PPF41Q2G,2,GYM2,100
9,HGF85QF,2,321,45
9,SWF41QT,2,231,76
11,FLFC9,2,121,65
9,FFFC5,2,111,67
9,PPF41Q3B,2,GYM1,80
11,EEFGDQT,2,246,68
9,SWF41QG,2,231,87
12,UEFGD,2,B27,78
10,FMFC5,2,115,82
9,PPF41Q3B,2,GYM1,45
12,SHFC7TM,2,248,70
10,ULFC1TP,2,B39,90
12,MQF21C,2,208,80
10,HUF41UQX,2,325,94
9,MEF41,2,219,55
10,EEFG5QG,2,249,88
12,PPF41Q2G,2,GYM2,100
9,SLF41QB,2,229,87
12,EEFGDUQF,2,336,83
11,EEFGDUGJ,2,B6,93
9,PPF41Q3B,2,GYM1,65
11,FSFC9,2,123,80
10,EEFGDQG,2,246,72
9,SEF41,2,B30,65
9,PHF41H2,2,B17,91
9,PPF41Q3G,2,GYM2,90
9,EEFG1QB,2,330,78
12,MQF41QGF,2,106,65
12,UEFGDH,2,B27,92
11,MRF41,2,211,85
9,PHF41Q3,2,B17,81
9,PPF41Q2B,2,GYM3,90
11,EEFGDQG,2,246,82
9,PPF41Q2B,2,GYM1,65
10,PPF41Q2G,2,GYM2,100
11,SCF41,2,141,85
9,PPF41Q3B,2,GYM1,100
9,HGF81QGD,2,311,80
10,ULFC1TP,2,B39,79
10,HUF41UQX,2,325,90
12,EEFGDUQJ,2,348,78
9,EEFG5,2,146,45
11,UEFG9H,2,B27,94
11,MRF41H,2,211,93
9,EEFG1QB,2,330,77
11,MRF41H,2,211,96
10,MRF41,2,211,80
