Grade,Course,Section,Period,Room,Mark1
12,HGFCCHQ2,3,9,121,92
12,HXRTE,80,12,205,
12,MGF88QQ2,1,6,211,67
12,MRF44QT,8,7,221,65
12,MXRKE,80,12,214,
12,MXRNE,80,12,123,
12,PPF44Q3B,7,5,GYM3,80
12,SCF88QQ2,2,5,229,65
12,SLF88QQ3,2,6,213,85
12,SXRKE,80,12,122,
12,SXRXE,80,12,226,
12,ZLUNGG,82,8,CAFÉ,
12,ZQAPAN,1,13,,
12,ZQCTEDA,1,14,,
12,ZQELLFOR,1,13,****,
12,ZQIGS,1,14,150,
12,ZQISS15X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
12,EEFGGUWF,2,9,330,85
12,FMF44UQX,5,8,225,84
12,GGF11Q18,41,4,147,
12,GMF11Q10,10,10,,
12,GMF11Q23,2,2,,
12,GQF11QU2,6,6,LIB,
12,MRF44QT,6,5,104,82
12,MXRNE,80,12,123,
12,PGF44Q3C,6,7,GYM1,95
12,PPF44Q2G,10,7,GYM2,100
12,SEF88HQ3,2,6,341,90
12,SXRUE,80,12,222,
12,ZLUNGG,41,4,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQCTESMM,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS20X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
12,EEFGCUQX,2,4,348,99
12,EEFGGUQV,1,3,335,96
12,FSF44UQX,2,6,123,100
12,GQF11QLP,15,15,****,28
12,MPF44UQJ,4,8,208,98
12,PPF44Q2G,12,9,GYM2,100
12,PPF44Q3G,12,9,GYM2,100
12,SDF84UVT,2,7,332,100
12,SPF44H,1,2,229,98
12,SPF44QL,1,2,229,P
12,SXRPE,4,12,123,
12,ZLUN,5,5,CAFÉ,
12,ZQAPEELG,1,13,,
12,ZQAPFS,1,13,,
12,ZQCTEERT,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE19,1,14,,
10,BCF44T,27,9,204,65
10,EEF88QW,5,10,246,84
10,EXRCE,82,12,228,
10,GQF11QLC,15,15,****,26
10,GQF11QU3,9,9,LIB,
10,HUF43HWD,1,3,326,90
10,HUF44HWD,1,2,326,90
10,HXRTE,82,12,226,
10,HXRUE,81,12,228,
10,MKF44,4,8,106,85
10,MRF44QWF,1,4,208,77
10,MXRCE,83,12,126,
10,MXRNE,82,12,125,
10,PPF44Q2A,1,5,GYM1,80
10,PPF44Q3A,1,5,GYM1,85
10,SCF84QLW,1,6,139,P
10,SCF84QWF,1,6,139,80
10,SXRXE,81,12,229,
10,ZLUN,7,7,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS20X,1,13,****,
10,ZQISSQRA,1,13,****,
10,ZQJUNE20,1,14,,
10,EEFG8QH,2,9,331,86
10,EXRCE,6,12,113,
10,FLFC8,2,7,115,87
10,GQF11QLC,15,15,****,32
10,HQFC4TH,1,4,316,87
10,HUF44UQX,1,2,333,100
10,HXRUE,6,12,113,
10,MGF88QQ3,1,6,211,67
10,MRF44QG,7,5,221,72
10,MXRKE,3,12,207,
10,MXRNE,13,12,213,
10,PPF44Q2G,9,6,GYM2,98
10,SCF44,3,3,141,81
10,SCF44QL,3,3,141,P
10,SXRXE,8,12,116,
10,ZLUN,8,8,CAFÉ,
10,ZQAPHU,1,13,,
10,ZQCTEHHR,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE19,1,14,,
12,FFFGG,1,3,248,66
12,FXTFE,70,12,115,
12,GGF11Q18,84,8,147,
12,GMF11Q9,9,9,,
12,MRF44QT,7,5,221,65
12,MXRNE,70,12,113,
12,PPF44Q2B,6,4,GYM3,65
12,SCF88QQ3,1,4,138,
12,SXRXE,70,12,213,
12,UEFGCU,1,6,B27,80
12,ULFC8TP,2,7,B39,65
12,ZLUNGG,84,8,CAFÉ,
12,ZQCTEMPP,1,14,,
12,ZQISS,1,13,****,
12,ZQISS15X,1,13,****,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
10,EEF88,8,10,146,80
10,EXRCE,6,12,113,
10,FSFC8,11,9,122,79
10,GAF11QM,41,4,134,
10,GQF11QLC,15,15,****,26
10,HFF44QQB,2,5,315,65
10,HUF44QQB,2,6,315,70
10,HXRUE,6,12,113,
10,MRF44,21,8,203,
10,MXRNE,13,12,213,
10,PPF43Q2G,2,2,GYM2,P
10,PPF44Q2G,2,2,GYM2,67
10,PPF44Q3G,1,2,GYM2,65
10,SCF43,8,7,138,P
10,SCF44,8,7,138,65
10,SCF44QL,8,7,138,P
10,SXRXE,8,12,116,
10,ULFC4TP,2,3,B39,65
10,ZLUNGA,41,4,CAFÉ,
10,ZQCTEMPP,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,EEF88QG,12,9,350,65
10,EXRCE,6,12,113,
10,GAF11QD,81,8,134,
10,GQF11QLC,15,15,****,G
10,HFF44QQB,2,5,315,65
10,HGFCCQQ2,1,4,326,
10,HUF43QQB,99,14,****,MP
10,HUF44QQB,2,6,315,65
10,HXRUE,6,12,113,
10,MKFC4TC,4,7,322,
10,MRF44QG,13,10,205,65
10,MXRNE,13,12,213,
10,PPF44Q2B,2,2,GYM3,
10,PPF44Q3B,2,2,GYM3,
10,SCF84QL,1,3,238,F
10,SCF84QQF,1,3,238,
10,SXRXE,8,12,116,
10,UAF44Q3,3,4,235,
10,ZLUNGA,81,8,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQJUNE20,1,14,,
10,ZQPROBC,1,14,150,
9,EEFG4QG,7,2,246,66
9,FMFC4,2,6,215,88
9,GQF11QLL,15,15,****,30
9,HGF87QGD,7,8,311,75
9,HGF88QGD,7,9,311,75
9,HXRTE,6,12,113,
9,MEF44,4,5,214,77
9,MXRCE,5,12,146,
9,PHF44H2,2,3,B17,94
9,PPF44Q3B,5,3,GYM3,90
9,SHF82,3,7,231,89
9,SLF44H,12,10,338,95
9,SLF44QL,12,10,338,P
9,SXRKE,5,12,139,
9,ZLUN,4,4,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFG4,6,6,126,
9,FKFC4,3,4,114,65
9,GAF11QF,54,5,134,
9,GQF11QLL,15,15,****,28
9,HGF87QQD,6,9,316,65
9,HGF88QQD,6,10,316,65
9,HXRTE,7,12,114,
9,MEF41QG,5,7,211,P
9,MEF42QG,5,7,211,P
9,MEF43QG,5,7,211,P
9,MEF44QG,5,7,211,65
9,MKF44,4,8,106,65
9,MXRCE,5,12,146,
9,PHF44Q3,2,3,B17,73
9,PPF44Q2B,5,3,GYM3,75
9,SLF44QG,1,2,231,70
9,SLF44QLG,1,2,231,P
9,SXRKE,5,12,139,
9,ZLUNGA,54,5,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
11,EEF88QG,5,4,346,78
11,GGF11Q18,55,5,147,
11,GMF11Q9,9,9,,
11,GQF11QLC,15,15,****,28
11,MRF44QG,1,3,214,65
11,MXRNE,3,12,115,
11,PPF44Q2B,14,8,GYM3,65
11,PPF44Q3B,14,8,GYM3,65
11,SCF44,7,7,141,
11,SCF44QL,7,7,141,P
11,SXRXE,2,12,104,
11,UEFGCU,1,6,B27,100
11,ZLUNGG,55,5,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQJUNE18,1,14,,
11,ZQPROBC,1,14,150,
10,EEF88QG,1,2,146,88
10,EXRCE,6,12,113,
10,FSFCCU,7,8,123,96
10,FXTSE,4,12,207,
10,GQF11QLC,15,15,****,27
10,HFF44UQX,2,7,324,71
10,HUF44UQX,3,4,333,93
10,HXRUE,6,12,113,
10,MKFC4TC,3,6,322,87
10,MRF44H,23,9,208,90
10,MXRNE,13,12,213,
10,PPF44Q3G,3,3,GYM2,90
10,SCF44H,13,10,138,90
10,SCF44QL,13,10,138,P
10,SXRXE,8,12,116,
10,UAF44H2,2,3,235,99
10,ZLUN,5,5,CAFÉ,
10,ZQAPHF,1,13,,
10,ZQAPHU,1,13,,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,EEFG4QW,1,8,246,67
9,FKFC3,1,2,114,MP
9,FKFC4,1,2,114,
9,GAF11QF,74,7,134,
9,GQF11QLL,15,15,****,32
9,HGF87QWD,1,4,307,75
9,HGF88QWD,1,5,307,75
9,HXRTE,71,12,215,
9,MEF42QW,3,10,104,P
9,MEF43QW,3,10,104,P
9,MEF44QW,3,10,104,65
9,MXRCE,72,12,116,
9,PHF44Q2,8,9,B17,65
9,PPF44Q3B,16,9,GYM3,95
9,SLF44QLW,3,6,350,P
9,SLF44QW,3,6,350,65
9,SXRKE,71,12,114,
9,UEFG3,1,3,B27,P
9,UEFG4,1,3,B27,65
9,ZLUNGA,74,7,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS,1,13,****,
9,ZQISS15X,1,13,****,
9,ZQJUNE21,1,14,,
9,EEFG4H,5,5,126,90
9,FKFC4H,3,4,114,97
9,GQF11QLL,15,15,****,30
9,HGF87QQD,20,6,323,85
9,HGF88QQD,20,7,323,85
9,HXRTE,7,12,114,
9,MEF44QG,7,9,203,88
9,MKF44,1,2,322,85
9,MXRCE,5,12,146,
9,PHF44H2,2,3,B17,97
9,PPF44Q3B,5,3,GYM3,90
9,PTF21QQS,1,12,251,P
9,PTF22QQS,1,13,251,P
9,SLF44H,12,10,338,94
9,SLF44QL,12,10,338,P
9,SXRKE,5,12,139,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,AUFC4TA,1,4,232,98
10,BCF44T,36,8,108,100
10,EEF88H,1,2,334B,90
10,EXRCE,6,12,113,
10,FSFC8,12,9,113,88
10,GQF11QLC,15,15,****,26
10,HUF44H,2,7,311,93
10,HXRUE,6,12,113,
10,MRF44,14,6,214,85
10,MXRNE,13,12,213,
10,PPF44Q2G,11,8,GYM2,100
10,PTF21QQS,1,12,251,P
10,PTF22QQS,1,13,251,P
10,SCF44,4,3,138,77
10,SCF44QL,4,3,138,P
10,SXRXE,8,12,116,
10,ZLUN,5,5,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,EEF88QT,3,3,146,80
9,EXRCE,82,12,228,
9,FSFC8,10,8,149,65
9,HFF44QTB,2,5,334A,80
9,HGFCCQQ2,1,4,326,75
9,HUF44QTB,2,6,334A,80
9,HXRTE,82,12,226,
9,HXRUE,81,12,228,
9,MEF88QT,3,10,105,80
9,MXRCE,81,12,124,
9,PPF44Q3B,1,2,GYM3,65
9,PTF21QQS,1,12,251,P
9,PTF22QQS,1,13,251,P
9,SDF44QTE,4,9,341,65
9,SLF88QQ2,1,2,247,75
9,SXRKE,82,12,124,
9,UAF44Q3,3,4,235,71
9,ZLUN,7,7,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE20,1,14,,
12,EEFGGQTF,1,3,249,85
12,GGF11Q18,51,5,147,
12,GMF11Q8,8,8,,
12,HGFCCHQ3,1,4,326,95
12,HXRTE,80,12,205,
12,MRF44QT,8,7,221,65
12,MXRNE,80,12,123,
12,PPF44Q2G,5,4,GYM2,85
12,PQF44Q2Y,2,2,251,100
12,PQF44Q3Y,2,2,251,100
12,ULFCCTP,2,6,B39,78
12,ZLUNGG,51,5,CAFÉ,
12,ZQCTEMPP,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS20X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
11,EEFGGQQC,4,8,348,65
11,EEFGGQQF,1,4,249,70
11,FSFC8,13,10,122,74
11,HFF44QQB,1,2,315,75
11,HUF44QQB,1,3,315,82
11,HXRUE,6,12,113,
11,MRF44,23,9,208,80
11,MXRNE,13,12,213,
11,PPF44Q2B,7,5,GYM3,85
11,PPF44Q3B,7,5,GYM3,85
11,SDF44QGE,3,7,229,65
11,ZLUN,6,6,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
12,BCF44T,24,7,108,85
12,EQF44QQY,2,2,328,100
12,FMFGGH,2,4,111,92
12,FXTCE,2,12,104,
12,GGF11Q18,55,5,147,
12,GMF11Q8,8,8,,
12,HBF44X,1,3,311,85
12,MKFCCTC,2,6,106,85
12,PGF44Q3C,6,7,GYM1,98
12,PTF21QQS,1,12,251,P
12,PTF22QQS,1,13,251,P
12,ZLUNGG,55,5,CAFÉ,
12,ZQAPHB,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEF84QFT,1,2,331,75
9,EEFGGUTF,2,6,330,67
9,GAF11QZ,43,4,134,
9,GGF11Q18,41,4,147,
9,GQF11QLC,15,15,****,26
9,HFF44QW,1,3,331,89
9,HGFCCHQ2,2,7,315,90
9,HUF88HQ3,1,8,313,93
9,HXRTE,80,12,205,
9,HXRUE,80,12,226,
9,MEF44QT,10,10,203,66
9,MXRCE,80,12,123,
9,PHF44H2,7,8,B17,90
9,PPF44Q2G,12,9,GYM2,100
9,PPF44Q3G,10,7,GYM2,100
9,SCF44QLT,3,5,231,P
9,SCF44QT,3,5,231,80
9,SLF88QQ3,3,9,146,86
9,SXRKE,80,12,122,
9,SXRXE,80,12,226,
9,ZLUNGMW,4,4,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQELLFOR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE18,1,14,,
11,EEFGGUGF,1,4,330,88
11,EEFGGUQV,3,5,335,90
11,FMFCCU,4,8,116,65
11,FXTCE,3,12,105,
11,GQF11QLP,15,15,****,27
11,MRF44,22,9,211,77
11,MXRNE,13,12,213,
11,PPF44Q2B,11,7,GYM3,88
11,PPF44Q3B,11,7,GYM3,88
11,SDF84UVT,1,3,332,95
11,SPF44,8,10,229,82
11,SPF44QL,8,10,229,P
11,SXRPE,4,12,123,
11,ZLUN,6,6,CAFÉ,
11,ZQCTEERT,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
11,EEFGGUQV,3,5,335,94
11,FMFCCU,3,7,116,80
11,FXTCE,3,12,105,
11,GQF11QLP,15,15,****,25
11,GQF11QU3,2,2,LIB,
11,MGF87QQ2,3,8,103,P
11,MGF88QQ2,3,8,103,82
11,MRF44,5,3,221,73
11,MXRKE,3,12,207,
11,MXRNE,13,12,213,
11,PGF44Q2C,1,2,GYM1,95
11,PGF44Q3C,7,8,GYM1,90
11,SDF84UVT,3,9,332,100
11,SPF44,4,6,238,88
11,SPF44QL,4,6,238,P
11,SXRPE,4,12,123,
11,ZLUN,4,4,CAFÉ,
11,ZQCTEERT,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4QW,20,7,126,
9,FKFC3,4,6,115,P
9,FKFC4,4,6,115,65
9,GQF11QLL,15,15,****,16
9,HGF85QWD,20,9,307,P
9,HGF86QWD,20,10,307,P
9,HGF87QWD,20,9,307,65
9,HGF88QWD,20,10,307,65
9,HXRTE,82,12,226,
9,MEF43QW,2,8,211,P
9,MEF44QW,2,8,211,65
9,MXRCE,83,12,126,
9,PHF43Q3,4,5,B17,P
9,PHF44Q3,4,5,B17,65
9,PPF43Q2G,7,5,GYM2,P
9,PPF44Q2G,7,5,GYM2,65
9,SLF44QLW,1,2,328B,F
9,SLF44QW,1,2,328B,
9,SXRKE,82,12,124,
9,UEFG3,1,3,B27,P
9,UEFG4,1,3,B27,70
9,ZLUN,4,4,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQISS20X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
12,EEFGEUGF,3,8,330,P
12,EEFGFUGF,3,8,330,P
12,EEFGGUGF,3,8,330,74
12,FMF44UQX,4,6,225,79
12,GAF11QY,41,4,134,
12,GGF11Q18,42,4,147,
12,GMF11Q10,10,10,,
12,HFF44,2,7,313,84
12,MKF44,5,9,106,85
12,MRF44,3,3,223,
12,MXRNE,3,12,115,
12,PPF43Q2B,8,5,GYM3,P
12,PPF44Q2B,8,5,GYM3,75
12,SCF86QQ2,2,5,229,P
12,SCF87QQ3,2,5,229,P
12,SCF88QQ3,2,5,229,69
12,SXRXE,2,12,104,
12,ZLUNGMT,4,4,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQCTECWD,1,14,,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
9,EEFG4QT,7,2,246,82
9,FSFC4H,4,8,122,94
9,GQF11QLL,15,15,****,28
9,HGF87QTD,4,9,313,69
9,HGF88QTD,4,10,313,69
9,HXRTE,82,12,226,
9,MEF44QT,3,4,105,88
9,MXRCE,83,12,126,
9,PPF44Q3G,9,6,GYM2,97
9,SLF44QLT,4,7,333,P
9,SLF44QT,4,7,333,83
9,SXRKE,82,12,124,
9,UAF44Q2,4,6,235,75
9,UEFG4,1,3,B27,75
9,ZLUN,5,5,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE21,1,14,,
9,EEFG4H,8,3,349,98
9,FSFC4H,5,9,123,100
9,GQF11QLL,15,15,****,30
9,HGF87HQD,8,4,341,90
9,HGF88HQD,8,5,341,90
9,HXRTE,7,12,114,
9,MEF44HG,1,2,208,93
9,MXRCE,5,12,146,
9,PPF44Q2G,10,7,GYM2,100
9,PPF44Q3G,10,7,GYM2,100
9,SLF44H,12,10,338,96
9,SLF44QL,12,10,338,P
9,SXRKE,5,12,139,
9,UEFG4H,2,6,227,96
9,ZLUN,8,8,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
12,BCF44T,22,3,204,100
12,EEF88QW,5,10,246,77
12,EEFGGUWF,1,5,330,86
12,EXRCE,80,12,225,
12,GGF11Q18,85,8,147,
12,GQF11QU,7,7,LIB,
12,GQF11QU3,6,6,LIB,
12,HGFCCQQ3,3,9,121,85
12,HXRTE,80,12,205,
12,MEF88QQ2,1,9,219,75
12,MQF22C,1,2,207,95
12,MRF44QWF,1,4,208,79
12,MXRCE,81,12,124,
12,MXRNE,80,12,123,
12,PPF44Q3B,4,3,GYM3,90
12,SLF88QQ2,2,6,213,78
12,SXRKE,80,12,122,
12,ZLUNGG,85,8,CAFÉ,
12,ZQCTESMM,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS20X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
9,EEF88,3,3,346,
9,EXRCE,6,12,113,
9,FSFC4,5,9,123,
9,GAF11QZ,82,8,134,
9,HFF44QQB,2,5,315,
9,HGFCCQQ3,2,7,315,65
9,HUF44QQB,2,6,315,
9,HXRTE,7,12,114,
9,HXRUE,6,12,113,
9,MEF41,7,10,207,MP
9,MEF42,7,10,207,MP
9,MEF43,7,10,207,MP
9,MEF44,7,10,207,
9,MXRCE,5,12,146,
9,PPF44Q2B,11,7,GYM3,70
9,PPF44Q3B,2,2,GYM3,65
9,SHFC6TM,2,4,149,100
9,SLF88QQ2,1,2,247,
9,SXRKE,5,12,139,
9,ZLUNGA,82,8,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQJUNE20,1,14,,
9,ZQPROBCT,1,14,150,
12,EEF88QW,1,4,246,85
12,EEFGGUWF,1,5,330,87
12,EXRCE,80,12,225,
12,FFFC4,2,10,111,67
12,GAF11QF,82,8,134,
12,GGF11Q18,84,8,147,
12,GQF11QU2,2,2,LIB,
12,GYF44,3,3,LIB,
12,HGFCCHQ2,3,9,121,90
12,HXRTE,80,12,205,
12,MEF88QQ3,1,9,219,70
12,MXRCE,81,12,124,
12,PPF43Q2G,10,7,GYM2,P
12,PPF44Q2G,10,7,GYM2,65
12,SEF88QQ3,3,8,341,70
12,SLF87QQ3,1,2,247,P
12,SLF88QQ3,1,2,247,73
12,SXRKE,80,12,122,
12,SXRUE,80,12,222,
12,ULFCCTP,2,6,B39,71
12,ZLUNCH3,7,7,CAFÉ,
12,ZQCTEMPP,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS15X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
9,EEFG4QG,2,9,336,80
9,FSFC4,8,4,122,78
9,GQF11QLL,15,15,****,30
9,HGF87QGD,3,7,325,75
9,HGF88QGD,3,8,325,75
9,HXRTE,7,12,114,
9,MEF43QG,99,14,****,MP
9,MEF44QG,10,10,203,67
9,MKF44,2,5,108,77
9,MXRCE,5,12,146,
9,PPF44Q2G,2,2,GYM2,97
9,PPF44Q3G,2,2,GYM2,98
9,PTF21QQS,1,12,251,P
9,PTF22QQS,1,13,251,P
9,SLF44,3,3,247,85
9,SLF44QL,3,3,247,P
9,SXRKE,5,12,139,
9,ZLUN,6,6,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,AUFC4TA,2,6,232,80
10,BCF44T,25,8,111,66
10,EEF88QT,1,2,146,81
10,EXRCE,71,12,221,
10,FSFC8,13,10,122,66
10,GQF11QLC,15,15,****,34
10,HUF43QTD,1,4,323,83
10,HUF44QTD,1,3,323,83
10,HXRUE,71,12,222,
10,MRF44QT,11,9,207,65
10,MXRNE,72,12,116,
10,PPF44Q3B,14,8,GYM3,95
10,PTF21QQS,1,12,251,P
10,PTF22QQS,1,13,251,P
10,SCF84QLT,2,5,139,P
10,SCF84QTF,2,5,139,72
10,SXRXE,71,12,221,
10,ZLUN,7,7,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
11,EEFGCUQX,3,7,349,80
11,EEFGGUGF,1,4,330,94
11,FSFCCU,1,2,115,83
11,FXTSE,4,12,207,
11,GQF11QU2,9,9,LIB,
11,MRF44,19,8,205,72
11,MXRNE,13,12,213,
11,PPF44Q2G,9,6,GYM2,93
11,PPF44Q3G,8,6,GYM2,80
11,SHFCATM,1,3,327,95
11,UAF88Q3,7,9,227,86
11,ZLUN,5,5,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQCTESMM,1,14,,
11,ZQIGS,1,14,150,
11,ZQJAN19,1,14,,
12,EEFGCHH,1,4,331,90
12,EEFGCUQX,4,8,349,95
12,FLFCCU,1,2,121,92
12,FXTLE,2,12,126,
12,HQFC8UHT,2,9,323,89
12,MPF44UQJ,3,7,203,93
12,PPF44Q2G,4,3,GYM2,100
12,PPF44Q3G,4,3,GYM2,100
12,PTF21QQS,1,12,251,P
12,PTF22QQS,1,13,251,P
12,UAF44H2,4,6,235,99
12,UAF44H3,4,6,235,99
12,ZLUN,5,5,CAFÉ,
12,ZQAPEELG,1,13,,
12,ZQCTEHHR,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE19,1,14,,
9,EEF88QW,2,5,246,65
9,EEFGGUWF,2,9,330,
9,EXRCE,82,12,228,
9,GQF11QLL,15,15,****,26
9,HFF44QW,1,3,331,70
9,HGFCCQQ3,1,4,326,70
9,HXRTE,82,12,226,
9,HXRUE,82,12,229,
9,MQF44QTF,2,7,106,77
9,MXRCE,83,12,126,
9,PHF44Q3,7,8,B17,70
9,PPF44Q2B,6,4,GYM3,70
9,SLF44QLW,1,2,328B,P
9,SLF44QW,1,2,328B,66
9,SXRKE,82,12,124,
9,UAF88Q2,6,8,235,66
9,ZLUN,6,6,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE19,1,14,,
9,ZQPROBC,1,14,150,
9,EEFG4HT,7,2,246,92
9,FSFC4H,8,4,122,94
9,GQF11QLL,15,15,****,34
9,HGF87QTD,7,8,311,78
9,HGF88QTD,7,9,311,78
9,HXRTE,82,12,226,
9,MEF44QT,2,3,208,88
9,MXRCE,83,12,126,
9,PPF44Q3G,8,6,GYM2,100
9,SHFC2TM,2,5,248,100
9,SLF44QLT,7,10,238,P
9,SLF44QT,7,10,238,85
9,SXRKE,82,12,124,
9,UAF44H2,4,6,235,92
9,ZLUN,7,7,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS20X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE21,1,14,,
11,AUFC8UAT,3,8,204,91
11,BCF44T,28,10,204,84
11,EEFGCUQX,2,4,348,84
11,FSF44UQX,3,9,149,80
11,GQF11QLP,15,15,****,25
11,HRF44XA,2,5,225,91
11,MRF44,3,3,223,78
11,MXRNE,13,12,213,
11,PGF44Q3C,9,10,GYM1,92
11,SPF44H,5,7,238,97
11,SPF44QL,5,7,238,P
11,SXRPE,4,12,123,
11,ZLUN,6,6,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQAPFS,1,13,,
11,ZQAPHR,1,13,,
11,ZQCTEDA,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
11,EEFGGHGF,1,3,249,90
11,EEFGGUGJ,3,9,B6,92
11,GQF11QLC,15,15,****,29
11,HUF44H,4,10,314,91
11,HXRUE,6,12,113,
11,MKFC8UCT,2,5,106,93
11,MRF44,8,4,107,82
11,MXRNE,13,12,213,
11,PGF44Q2C,6,7,GYM1,98
11,PGF44Q3C,6,7,GYM1,100
11,SCF44,9,8,141,85
11,SCF44QL,9,8,141,P
11,ZLUN,6,6,CAFÉ,
11,ZQAPMK,1,13,,
11,ZQCTECWD,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
11,EEFGGQQF,1,4,249,85
11,EEFGGUGJ,2,5,B6,76
11,FSF44UQX,3,9,149,75
11,GQF11QLC,15,15,****,26
11,MGF87QQ3,3,8,103,P
11,MGF88QQ3,3,8,103,85
11,MRF44,4,3,205,66
11,MXRKE,3,12,207,
11,MXRNE,13,12,213,
11,PGF44Q2C,7,8,GYM1,90
11,SCF42,8,7,138,P
11,SCF43,8,7,138,P
11,SCF44,8,7,138,65
11,SCF44QL,8,7,138,P
11,SXRXE,8,12,116,
11,ULFC4TP,6,10,B39,85
11,ZLUN,6,6,CAFÉ,
11,ZQAPFS,1,13,,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4,6,6,126,86
9,FSFC8H,3,3,122,90
9,GQF11QLL,15,15,****,32
9,HGF87HQD,6,9,316,94
9,HGF88HQD,6,10,316,94
9,HXRTE,7,12,114,
9,MEF44HG,5,7,211,95
9,MXRCE,5,12,146,
9,PPF44Q3B,1,2,GYM3,85
9,SHFC2TM,2,5,248,95
9,SLF44H,8,8,228,90
9,SLF44QL,8,8,228,P
9,SXRKE,5,12,139,
9,UAF44H2,1,2,B27,100
9,ZLUN,4,4,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFG4QH,1,9,349,81
9,FLFC4QH,1,8,115,87
9,GQF11QLL,15,15,****,31
9,HGF87XHD,1,2,325,92
9,HGF88XHD,1,3,325,92
9,HQF44QH,1,10,311,80
9,HXRTE,7,12,114,
9,MEF44H,3,4,214,90
9,MXRCE,5,12,146,
9,PHF44Q3,4,5,B17,85
