Grade,Course,Section,Period,Room,Mark1
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
12,FSFCCU,1,2,115,70
12,FXTSE,6,12,211,
12,HBF44X,2,7,316,93
12,MPF44UQJ,4,8,208,99
12,PGF44Q2C,8,9,GYM1,100
12,PGF44Q3C,8,9,GYM1,100
12,SPF87UQD,1,5,332,85
12,SPF88UQD,1,6,332,85
12,ULFC4TP,2,3,B39,90
12,ZLUN,4,4,CAFÉ,
12,ZQAPHB,1,13,,
12,ZQAPSP,1,13,,
12,ZQCTEMPP,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE19,1,14,,
10,EEF88QW,3,8,250,65
10,EXRCE,84,12,231,
10,FSFC3,99,14,****,MP
10,FSFC4,5,9,123,
10,GAF11QM,53,5,134,
10,HGFCCQQ3,1,4,326,65
10,HUF44QW,21,6,317,75
10,HXRTE,85,12,231,
10,HXRUE,83,12,231,
10,MRF44QT,14,10,107,
10,MXRNE,83,12,126,
10,PPF43Q2B,1,2,GYM3,P
10,PPF43Q3B,1,2,GYM3,P
10,PPF44Q2B,1,2,GYM3,65
10,PPF44Q3B,1,2,GYM3,65
10,SDF44QTE,3,7,229,
10,SHFC6TM,1,3,149,75
10,UAF44Q2,3,4,235,65
10,ZLUNGA,53,5,CAFÉ,
10,ZQCTESMM,1,14,,
10,ZQISS15X,1,13,****,
10,ZQISSQRA,1,13,****,
10,ZQJUNE20,1,14,,
10,ZQPROBC,1,14,150,
10,AUFC3TA,5,9,232,P
10,AUFC4TA,5,9,232,65
10,EEF88QG,7,5,146,
10,EEFGGQQF,1,4,249,65
10,FFFC8,1,7,111,66
10,GAF11QH,82,8,134,
10,GQF11QLP,15,15,****,19
10,HUF88QQ3,1,8,313,
10,HXRUE,13,12,125,
10,MRF44,6,3,225,
10,MXRNE,26,12,311,
10,PGF44Q2C,5,6,GYM1,
10,SPF44,8,10,229,
10,SPF44QL,8,10,229,F
10,SXRPE,7,12,126,
10,ZLUNCH3,6,6,CAFÉ,
10,ZLUNR,84,8,CAFÉ,
10,ZQCTEDA,1,14,,
10,ZQJUNE19,1,14,,
10,ZQPROBC,1,14,150,
10,EEF88QT,7,5,146,85
10,EXRCE,73,12,223,
10,FSFC8,13,10,122,65
10,GQF11QLC,15,15,****,31
10,HUF44QT,2,3,316,65
10,HXRTE,74,12,222,
10,HXRUE,73,12,225,
10,MRF43QT,11,9,207,P
10,MRF44QT,11,9,207,65
10,MXRNE,74,12,122,
10,PPF44Q2B,11,7,GYM3,93
10,SCF84QLT,1,4,139,P
10,SCF84QTF,1,4,139,68
10,SHFC6TM,5,8,248,90
10,SXRXE,73,12,223,
10,UAF44Q3,5,7,227,73
10,ZLUN,6,6,CAFÉ,
10,ZQCTESMM,1,14,,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
10,ZQPROBT,1,14,150,
9,EEFG4QH,2,2,346,85
9,FLFC4HH,2,10,115,100
9,GQF11QLL,15,15,****,30
9,HGF87XHD,2,8,321,95
9,HGF88XHD,2,9,321,95
9,HQF44HH,2,3,324,95
9,HXRTE,15,12,139,
9,MEF44H,5,7,225,92
9,MXRCE,12,12,248,
9,PHF44H3,5,6,B17,95
9,PPF44Q2G,8,6,GYM2,100
9,SLF44H,4,5,213,90
9,SLF44QL,4,5,213,P
9,SXRKE,12,12,211,
9,ZLUN,4,4,CAFÉ,
9,ZQAPHG,1,13,,
9,ZQCTEHHR,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEF88QG,13,10,336,80
10,EXRCE,73,12,223,
10,FSFC8,11,9,122,67
10,GQF11QLC,15,15,****,26
10,HFF44UQX,1,4,315,83
10,HUF44UQX,4,6,325,77
10,HXRUE,73,12,225,
10,MRF44,18,7,205,70
10,MXRNE,74,12,122,
10,PGF44Q2C,1,2,GYM1,95
10,SCF44,10,8,138,71
10,SCF44QL,10,8,138,P
10,SHFC6TM,1,3,149,100
10,SXRXE,73,12,223,
10,UAF44Q3,1,2,B27,80
10,ZLUN,5,5,CAFÉ,
10,ZQAPHF,1,13,,
10,ZQAPHU,1,13,,
10,ZQCTESMM,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
10,ZQSNT174,1,13,****,ND
12,BCF44T,27,9,204,100
12,EEFGGHQC,2,5,250,93
12,EEFGGUQV,4,8,335,94
12,GGF11Q18,43,4,147,
12,GMF11Q10,10,10,,
12,GMF11Q23,2,2,,
12,MPF44UQS,4,7,103,65
12,PPF44Q3B,17,9,GYM3,95
12,SHF88U,3,6,327,95
12,ZLUNGG,43,4,CAFÉ,
12,ZQCTEDA,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,BCF44T,22,3,204,100
12,EEFGGUQX,2,5,347,67
12,GGF11Q18,64,6,147,
12,GMF11Q7,7,7,,
12,PGF44Q3C,2,3,GYM1,95
12,SHF88U,2,4,327,85
12,ZLUNGG,64,6,CAFÉ,
12,ZQAPEELT,1,13,,
12,ZQCTESMM,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,EEFGGUTF,1,4,330,66
12,GAF11QC,85,8,134,
12,GGF11Q18,82,8,147,
12,GMF11Q2,2,2,,
12,MRF44,6,3,225,
12,MXRNE,81,12,124,
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,8,5,GYM3,90
12,PTF21QQS,1,12,251,P
12,PTF22QQS,1,13,251,P
12,UEFGCU,1,6,B27,95
12,ULFC4TP,5,9,B39,80
12,ULFC8TP,2,7,B39,67
12,ZLUNGTF,8,8,CAFÉ,
12,ZQCTEMPP,1,14,,
12,ZQISS20X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
11,EEF44U,1,2,349,97
11,EEFGCUQX,1,3,348,100
11,FLFCCU,2,4,121,99
11,FXTLE,3,12,146,
11,HQFC8UHT,2,9,323,97
11,MPF44UQJ,4,8,208,100
11,PPF44Q2G,14,10,GYM2,100
11,PTF21QQS,1,12,251,P
11,PTF22QQS,1,13,251,P
11,SPF87UQD,1,5,332,100
11,SPF88UQD,1,6,332,100
11,UAF88H3,8,10,235,100
11,ZLUN,7,7,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQAPSP,1,13,,
11,ZQCTEHHR,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4HG,3,4,336,95
9,FMFC4H,1,3,226,100
9,GQF11QLL,15,15,****,32
9,HGF87HQD,20,6,323,98
9,HGF88HQD,20,7,323,98
9,HXRTE,15,12,139,
9,MEF44HG,10,10,203,99
9,MKF44H,2,5,108,96
9,MXRCE,12,12,248,
9,PPF44Q2G,1,2,GYM2,100
9,PPF44Q3G,1,2,GYM2,100
9,SLF44H,10,9,338,100
9,SLF44QL,10,9,338,P
9,SXRKE,12,12,211,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,AWF84H,5,10,222,94
9,EEFG4H,4,9,126,95
9,FSFC8H,1,2,113,94
9,GQF11QLC,15,15,****,35
9,HGF87HQD,4,5,314,92
9,HGF88HQD,4,6,314,92
9,HXRTE,15,12,139,
9,MRF44QG,5,4,104,85
9,MXRNE,26,12,311,
9,PPF44Q2G,10,7,GYM2,100
9,PPF44Q3G,10,7,GYM2,100
9,SCF44,3,3,141,85
9,SCF44QL,3,3,141,P
9,SXRXE,18,12,147,
9,ZLUN,8,8,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
9,EEFGCQF,2,5,348,84
9,FMFC4H,3,7,215,100
9,GQF11QLL,15,15,****,28
9,HGF87QQD,3,3,213,72
9,HGF88QQD,3,4,213,72
9,HXRTE,46,12,211,
9,MEF44HG,8,9,104,93
9,MXRCE,46,12,111,
9,PHF44Q2,9,10,B17,80
9,PPF44Q3G,14,10,GYM2,95
9,SLF44,1,2,338,74
9,SLF44QL,1,2,338,P
9,SXRKE,46,12,111,
9,UEFG4H,2,6,227,97
9,ZLUN,8,8,CAFÉ,
9,ZQCTEMPP,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
10,EEF88QT,7,5,146,89
10,EXRCE,73,12,223,
10,FSFC8,2,2,125,80
10,GQF11QLC,15,15,****,29
10,HUF43HTD,3,8,326,97
10,HUF44HTD,3,7,326,97
10,HXRUE,73,12,225,
10,MKFC4TC,2,4,108,74
10,MRF44QT,1,3,214,87
10,MXRNE,74,12,122,
10,PPF44Q2B,15,9,GYM3,90
10,SCF44QLT,5,10,141,P
10,SCF44QT,5,10,141,82
10,SXRXE,73,12,223,
10,UAF44H3,7,9,227,91
10,ZLUN,6,6,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQISS,1,13,****,
10,ZQISS15X,1,13,****,
10,ZQJUNE20,1,14,,
9,EEFG4,9,10,349,85
9,FSFC8,6,5,113,65
9,GQF11QLC,15,15,****,30
9,HGF87HQD,9,6,321,92
9,HGF88HQD,9,7,321,92
9,HXRTE,16,12,141,
9,MKF44,1,2,322,85
9,MRF44,6,3,225,67
9,MXRNE,26,12,311,
9,PHF44H2,8,9,B17,90
9,PPF44Q3B,17,9,GYM3,85
9,SCF84QGF,1,4,139,78
9,SCF84QLG,1,4,139,P
9,SXRXE,18,12,147,
9,ZLUN,8,8,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,EEFGGUGF,3,8,330,82
11,FSFCCU,2,3,123,93
11,FXTSE,2,12,203,
11,GGF11Q18,62,6,147,
11,GMF11Q10,10,10,,
11,GQF11QLP,15,15,****,25
11,MPF44UQJ,3,7,203,80
11,PPF44Q2G,5,4,GYM2,85
11,PPF44Q3G,5,4,GYM2,85
11,SPF44H,7,9,229,93
11,SPF44QL,7,9,229,P
11,SXRPE,2,12,121,
11,ULFC4TP,3,5,B39,90
11,ZLUNGG,62,6,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE18,1,14,,
10,EEF88QG,7,5,146,85
10,EXRCE,13,12,125,
10,FSFC8,1,2,113,84
10,GQF11QLC,15,15,****,32
10,HFF44HQB,3,9,333,95
10,HUF44QQB,3,10,333,85
10,HXRUE,13,12,125,
10,MRF44,8,4,107,80
10,MXRNE,26,12,311,
10,PPF44Q3B,3,3,GYM3,90
10,PTF21QQS,1,12,251,P
10,PTF22QQS,1,13,251,P
10,SCF44,7,7,141,82
10,SCF44QL,7,7,141,P
10,SHFC6TM,5,8,248,90
10,SXRXE,18,12,147,
10,UAF44Q2,2,3,235,86
10,ZLUN,6,6,CAFÉ,
10,ZQCTESMM,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,AQF44UVT,2,9,206,97
10,BCF44T,24,7,108,92
10,EEF88H,7,10,331,90
10,EXRCE,13,12,125,
10,FSFCCU,5,6,113,90
10,FXTSE,6,12,211,
10,GQF11QLC,15,15,****,26
10,MRF44HG,6,5,104,91
10,MXRNE,26,12,311,
10,PPF44Q3B,12,7,GYM3,95
10,SCF44H,10,8,138,97
10,SCF44QL,10,8,138,P
10,SDF84UVT,1,3,332,100
10,SXRXE,18,12,147,
10,ZLUN,4,4,CAFÉ,
10,ZQCTEERT,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
11,EEF44UCC,3,10,347,91
11,EEFGCUQX,4,8,349,80
11,FMFCCH,2,4,111,99
11,FXTCE,4,12,107,
11,GQF11QLP,15,15,****,27
11,MRF44H,14,6,214,95
11,MXRNE,26,12,311,
11,PGF44Q2C,6,7,GYM1,95
11,PGF44Q3C,6,7,GYM1,95
11,SDF84UVT,3,9,332,100
11,SPF44H,2,3,229,98
11,SPF44QL,2,3,229,P
11,SXRPE,7,12,126,
11,ZLUN,5,5,CAFÉ,
11,ZQAPEELG,1,13,,
11,ZQCTEERT,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,AUFC4TA,3,7,232,78
9,EEFGCQF,1,4,347,67
9,EXRCE,43,12,215,
9,FMFC8,3,8,215,80
9,GQF11QLC,15,15,****,27
9,HFF44QQB,1,2,315,65
9,HUF44QQB,1,3,315,68
9,HXRUE,46,12,215,
9,MRF44QG,11,9,207,
9,MXRKE,45,12,213,
9,MXRNE,46,12,107,
9,PGF44Q3C,4,5,GYM1,100
9,PHF44Q2,4,5,B17,65
9,SCF41QG,99,14,****,MP
9,SCF42QG,99,14,****,MP
9,SCF43QG,99,14,****,MP
9,SCF44QG,5,10,141,
9,SCF44QLG,5,10,141,P
9,SXRXE,46,12,219,
9,ZLUN,6,6,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQJUNE19,1,14,,
9,ZQPROBC,1,14,150,
10,EEF88QG,13,10,336,77
10,EXRCE,13,12,125,
10,FSFC8,12,9,113,75
10,GQF11QLC,15,15,****,25
10,HUF43QGD,1,4,323,80
10,HUF44QGD,1,3,323,80
10,HXRUE,13,12,125,
10,MKFC4TC,4,7,322,88
10,MRF44QG,7,5,221,76
10,MXRNE,26,12,311,
10,PPF44Q2G,8,6,GYM2,100
10,SCF44QG,1,2,139,80
10,SCF44QLG,1,2,139,P
10,SXRXE,18,12,147,
10,UAF44H3,4,6,235,96
10,ZLUN,8,8,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
9,AWF84H,5,10,222,94
9,EEFGCQF,1,4,347,85
9,FKFC4H,4,6,115,100
9,GQF11QLL,15,15,****,27
9,HGF84QF,1,3,336,87
9,MEF44HG,7,9,203,90
9,MXRCE,55,12,107,
9,PHF44Q2,7,8,B17,82
9,PPF44Q3G,11,8,GYM2,65
9,SLF44HGF,21,5,338,92
9,SLF44QLG,21,5,338,P
9,SXRKE,55,12,104,
9,ZLUN,7,7,CAFÉ,
9,ZQCTEDA,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
12,FKFC3,5,7,114,P
12,FKFC4,5,7,114,65
12,GAF11QH,85,8,134,
12,GGF11Q18,82,8,147,
12,HQF44QQY,5,5,317,98
12,MCF85UBD,99,14,****,MP
12,MCF86UBD,99,14,****,MP
12,MCF87UBD,1,3,203,71
12,MCF88UBD,1,4,203,71
12,MKFCCTC,2,6,106,89
12,PWF44QQL,1,9,POOL,100
12,SRF22U,1,2,341,75
12,ZLUNGTF,8,8,CAFÉ,
12,ZQAPMCBC,1,13,,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,AQF44QQY,3,3,216,96
12,GGF11Q18,75,7,147,
12,GMF11Q8,8,8,,
12,GQF11QU2,4,4,LIB,
12,PGF44Q3C,3,4,GYM1,95
12,SCF87UQD,1,5,141,83
12,SCF88UQD,1,6,141,83
12,ZLUNGG,75,7,CAFÉ,
12,ZQAPSC,1,13,,
12,ZQCTEDA,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG4QT,20,7,146,82
9,FFFC4,2,10,111,89
9,GQF11QLC,15,15,****,25
9,HGF87HGD,20,4,313,90
9,HGF88HGD,20,5,313,90
9,HXRTE,85,12,231,
9,MEF44QT,7,9,203,80
9,MXRCE,85,12,141,
9,PPF44Q2G,3,3,GYM2,100
9,SCF84QL,2,6,231,P
9,SCF84QQF,2,6,231,81
9,SHF82,1,2,228,88
9,SXRXE,82,12,231,
9,UAF44H3,2,3,235,93
9,ZLUN,8,8,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQIGS,1,14,150,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE21,1,14,,
11,AUFC8UAT,3,8,204,96
11,EEFGGUGJ,3,9,B6,93
11,FSFCC,4,4,125,88
11,FXTSE,6,12,211,
11,GQF11QLP,15,15,****,26
11,HRF44XA,2,5,225,90
11,MRF44H,6,3,225,94
11,MXRNE,26,12,311,
11,PPF44Q2G,9,6,GYM2,98
11,PPF44Q3G,8,6,GYM2,100
11,SPF44,8,10,229,70
11,SPF44QL,8,10,229,P
11,SXRPE,7,12,126,
11,ZLUN,7,7,CAFÉ,
11,ZQAPHR,1,13,,
11,ZQCTEDA,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
10,AQF44UVT,2,9,206,86
10,BCF44T,21,2,204,65
10,EEF88HG,6,5,346,92
10,EXRCE,13,12,125,
10,FKFC8H,1,8,114,100
10,GQF11QLP,15,15,****,26
10,HFF44UQX,2,7,324,77
10,MRF44,9,4,211,80
10,MXRNE,26,12,311,
10,PPF44Q3B,2,2,GYM3,85
10,SPF44,2,3,229,89
10,SPF44QL,2,3,229,P
10,SXRPE,7,12,126,
10,ZLUN,6,6,CAFÉ,
10,ZQAPHF,1,13,,
10,ZQCTEERT,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
12,EEFGGUQX,1,3,347,75
12,GGF11Q18,42,4,147,
12,GMF11Q9,9,9,,
12,GQF11QU3,8,8,LIB,
12,MPF22U,1,2,205,72
12,MPF44UQS,2,5,205,65
12,PPF44Q2B,13,8,GYM3,80
12,SBF87UBD,2,6,336,90
12,SBF88UBD,2,7,336,90
12,ZLUNGG,42,4,CAFÉ,
12,ZQAPEELT,1,13,,
12,ZQAPSB,1,13,,
12,ZQCTEHHR,1,14,,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
9,EEFG4HH,1,9,349,93
9,FLFC4HH,1,8,115,93
9,GQF11QLL,15,15,****,28
9,HGF87XHD,1,2,325,97
9,HGF88XHD,1,3,325,97
9,HQF44HH,1,10,311,93
9,HXRTE,16,12,141,
9,MEF44,3,4,214,85
9,MXRCE,12,12,248,
9,PHF44H3,4,5,B17,100
9,PPF44Q2B,7,5,GYM3,95
9,SLF44HG,4,7,333,98
9,SLF44QLG,4,7,333,P
9,SXRKE,12,12,211,
9,ZLUN,6,6,CAFÉ,
9,ZQAPHG,1,13,,
9,ZQCTEHHR,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
11,AUFC7UAT,99,14,****,MP
11,AUFC8UAT,1,3,232,82
11,AWF88U,1,7,222,77
11,EEFGGUTJ,2,5,B6,95
11,FJFCBU,1,2,124,MP
11,FJFCCU,1,2,124,
11,FXTJE,70,12,123,
11,GAF11QA,65,6,134,
11,GQF11QLC,15,15,****,31
11,MRF44QT,10,8,214,66
11,MXRNE,74,12,122,
11,PPF44Q2G,12,9,GYM2,73
11,PPF44Q3G,12,9,GYM2,70
11,SCF84QLT,1,4,139,P
11,SCF84QTF,1,4,139,70
11,SXRXE,73,12,223,
11,ZLUNGA,65,6,CAFÉ,
11,ZQCTEDA,1,14,,
11,ZQIGS,1,14,150,
11,ZQISS,1,13,****,
11,ZQISS15X,1,13,****,
11,ZQJUNE19,1,14,,
12,ANF43X,99,14,****,MP
12,ANF44X,1,3,B7,70
12,AWF88U,1,7,222,74
12,BCF44T,23,4,204,70
12,EEFGGUQF,2,8,126,68
12,FMFCCU,20,6,116,
12,FXTCE,2,12,104,
12,GAF11QF,55,5,134,
12,GGF11Q18,51,5,147,
12,GMF11Q9,9,9,,
12,PPF44Q3B,6,4,GYM3,70
12,ZLUNGMF,5,5,CAFÉ,
12,ZQAPAN,1,13,,
12,ZQCTEDA,1,14,,
12,ZQJUNE18,1,14,,
12,ZQPROBC,1,14,150,
9,EEFG4,2,4,250,69
9,FKFC4H,4,6,115,100
9,GQF11QLL,15,15,****,25
9,HGF87QQD,2,7,213,80
9,HGF88QQD,2,8,213,80
9,HXRTE,16,12,141,
9,MEF44HG,2,3,208,97
9,MKF44,5,9,106,83
9,MXRCE,12,12,248,
9,PHF44H3,1,2,B17,97
9,PPF44Q2G,1,2,GYM2,100
9,SLF44QG,7,10,238,85
9,SLF44QLG,7,10,238,P
9,SXRKE,12,12,211,
9,ZLUN,5,5,CAFÉ,
9,ZQCTECWD,1,14,,
9,ZQIGS,1,14,150,
9,ZQJUNE21,1,14,,
12,AUFCCTA,2,6,204,65
12,AWF88U,1,7,222,70
12,BCF44T,22,3,204,100
12,FMFGGH,2,4,111,90
12,FXTCE,78,12,111,
12,GGF11Q18,82,8,147,
12,GMF11Q9,9,9,,
12,HQF44QQY,5,5,317,98
12,PPF44Q3B,3,3,GYM3,80
12,ZLUNGG,82,8,CAFÉ,
12,ZQCTECWD,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS15X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
12,ZQSNT174,1,13,****,ND
11,AUFC8UAT,3,8,204,99
11,AUFCCTA,2,6,204,88
11,EEFGGUTJ,2,5,B6,93
11,GQF11QLC,15,15,****,26
11,HRF44XA,1,4,225,89
11,MGF88QQ2,4,9,228,69
11,MRF44QT,3,3,107,89
11,MXRKE,71,12,213,
11,MXRNE,74,12,122,
11,PGF44Q3C,8,9,GYM1,100
11,SCF44QLT,1,2,139,P
11,SCF44QT,1,2,139,81
11,SXRXE,73,12,223,
11,ZLUN,7,7,CAFÉ,
11,ZQAPHR,1,13,,
11,ZQCTEDA,1,14,,
11,ZQIGS,1,14,150,
11,ZQISS,1,13,****,
11,ZQISS15X,1,13,****,
11,ZQJUNE19,1,14,,
10,EEFG8QH,1,6,348,85
10,EXRCE,13,12,125,
10,FLFC8,1,3,121,86
10,GQF11QLC,15,15,****,26
10,HFF44UQX,3,9,324,89
10,HQFC4TH,1,4,316,78
10,HUF44UQX,6,10,213,91
10,HXRUE,13,12,125,
10,MRF44,21,8,203,82
10,MXRNE,26,12,311,
10,PPF44Q2B,12,7,GYM3,85
10,SCF44,2,2,138,74
10,SCF44QL,2,2,138,P
10,SXRXE,18,12,147,
10,UAF44Q3,5,7,227,84
10,ZLUN,5,5,CAFÉ,
10,ZQAPHF,1,13,,
10,ZQAPHU,1,13,,
10,ZQCTEHHR,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,EEF88HG,9,6,346,97
10,EXRCE,13,12,125,
10,FMFC8H,2,7,122,100
10,GQF11QLC,15,15,****,26
10,HFF44UQX,1,4,315,90
10,HUF44UQX,5,9,213,88
10,HXRUE,13,12,125,
10,MRF44H,21,8,203,97
10,MXRNE,26,12,311,
10,PPF44Q2G,15,10,GYM2,95
10,PPF44Q3G,14,10,GYM2,97
10,SCF44,4,3,138,78
10,SCF44QL,4,3,138,P
10,SXRXE,18,12,147,
10,ULFC4TP,1,2,B39,91
10,ZLUN,5,5,CAFÉ,
10,ZQAPHF,1,13,,
10,ZQAPHU,1,13,,
10,ZQCTEMPP,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
11,EEFGGQQF,1,4,249,75
11,EEFGGUQV,5,9,335,90
11,FJFCCU,20,5,124,78
11,FXTJE,4,12,123,
11,GQF11QLP,15,15,****,25
11,MRF44QG,9,7,219,85
11,MXRNE,26,12,311,
11,PPF44Q2B,4,3,GYM3,90
11,PPF44Q3B,4,3,GYM3,90
11,SPF44,4,6,238,74
11,SPF44QL,4,6,238,P
11,SXRPE,7,12,126,
11,ULFC4TP,6,10,B39,80
11,ZLUN,8,8,CAFÉ,
11,ZQCTEMPP,1,14,,
11,ZQIGS,1,14,150,
11,ZQJUNE19,1,14,,
9,EEFG4,9,10,349,
9,FSFC4,1,3,115,65
9,GAF11QS,55,5,138,
9,GQF11QLL,15,15,****,21
9,HGF87QQD,9,6,321,
9,HGF88QQD,9,7,321,
9,HXRTE,16,12,141,
9,MEF44,1,2,219,
9,MXRCE,12,12,248,
9,PPF44Q3B,6,4,GYM3,75
9,SHFC2TM,4,9,248,80
9,SLF44,8,8,228,
9,SLF44QL,8,8,228,F
9,SXRKE,12,12,211,
9,UAF44Q2,3,4,235,66
9,ZLUNGA,55,5,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQJUNE21,1,14,,
9,ZQPROBC,1,14,150,
9,EEFGGHFT,2,4,103,94
9,FMFC4H,4,10,116,100
9,GQF11QLL,15,15,****,25
9,HGF87QQD,20,6,323,65
9,HGF88QQD,20,7,323,65
9,HXRTE,85,12,231,
9,MEF44QT,2,3,208,74
9,MXRCE,85,12,141,
9,PGF44Q3C,1,2,GYM1,80
9,PHF44Q2,1,2,B17,83
9,SHFC2TM,2,5,248,85
9,SLF44HG,6,9,238,93
9,SLF44QLG,6,9,238,P
9,SXRKE,85,12,146,
9,ZLUN,8,8,CAFÉ,
9,ZQCTESMM,1,14,,
9,ZQELLCUR,1,13,****,
9,ZQIGS,1,14,150,
9,ZQISS15X,1,13,****,
9,ZQISSQRA,1,13,****,
9,ZQJUNE21,1,14,,
12,EEF88HF,1,6,122,94
12,FJFC8H,1,5,124,95
12,FMF44UQX,3,4,215,97
12,FXTJE,2,12,121,
12,GGF11Q18,73,7,147,
12,GMF11Q23,2,2,,
12,MCF44UAX,2,8,221,94
12,PPF44Q2G,13,9,GYM2,95
12,PPF44Q3G,12,9,GYM2,85
12,ZLUNGG,73,7,CAFÉ,
12,ZQAPFM,1,13,,
12,ZQAPMCAB,1,13,,
12,ZQCTEMPP,1,14,,
12,ZQELLFOR,1,13,****,
12,ZQIGS,1,14,150,
12,ZQJUNE18,1,14,,
12,AUFC8UAT,1,3,232,85
12,AWF88U,1,7,222,72
12,BCF44T,38,10,204,95
12,EEF88QW,2,5,246,85
12,EXRCE,81,12,226,
12,GGF11Q18,82,8,147,
12,GMF11Q2,2,2,,
12,GQF11QU,4,4,LIB,
12,MRF44QT,11,9,207,82
12,MXRNE,81,12,124,
12,PGF44Q2C,9,10,GYM1,90
12,PQF44Q2Y,6,6,251,100
12,PQF44Q3Y,6,6,251,100
12,ZLUNGG,82,8,CAFÉ,
12,ZQCTEDA,1,14,,
12,ZQIGS,1,14,150,
12,ZQISS20X,1,13,****,
12,ZQISSQRA,1,13,****,
12,ZQJUNE18,1,14,,
10,EEFGFQF,1,3,103,P
10,EEFGGQF,1,3,103,85
10,FMFC4H,2,6,215,97
10,HGF84QF,3,10,334A,65
10,MKF43,5,9,106,P
10,MKF44,5,9,106,88
10,MRF44,16,7,223,70
10,MXRCE,46,12,111,
10,MXRNE,46,12,107,
10,PPF44Q3B,13,8,GYM3,75
10,SDF44QQE,1,4,247,74
10,SHF88U,1,2,327,75
10,UAF43Q2,6,8,235,P
10,UAF44Q2,6,8,235,66
10,ZLUN,5,5,CAFÉ,
10,ZQCTECWD,1,14,,
10,ZQELLCUR,1,13,****,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
10,EEF88,2,3,126,85
10,EXRCE,13,12,125,
10,FMFC8H,2,7,122,95
10,GQF11QLC,15,15,****,30
10,HUF44UQX,1,2,333,98
10,HXRUE,13,12,125,
10,MKFC4TC,2,4,108,87
10,MRF44H,12,5,211,98
10,MXRNE,27,12,313,
10,PPF44Q3B,16,9,GYM3,100
10,PTF21QQS,1,12,251,P
10,PTF22QQS,1,13,251,P
10,SCF44HG,4,8,338,91
10,SCF44QLG,4,8,338,P
10,SXRXE,18,12,147,
10,UAF44Q2,7,9,227,88
10,ZLUN,6,6,CAFÉ,
10,ZQAPHU,1,13,,
10,ZQCTECWD,1,14,,
10,ZQIGS,1,14,150,
10,ZQJUNE20,1,14,,
12,BCF44T,27,9,204,100
12,FMFC8H,1,3,215,93
