Grade,Course,Section,Period,Room,Mark1
9,SLF44H,5,5,333,90
11,EEFCCQTD,1,5,350,65
9,PGF44Q2C,4,5,GYM1,100
9,PGF44Q3C,4,5,GYM1,100
9,SLF44HGF,21,5,338,94
9,SCF44QG,3,5,231,86
10,HFF44QGB,2,5,334A,71
9,MEF44H,4,5,214,91
9,EEFG4H,10,5,349,98
9,SHF82H,2,5,228,95
9,HGF87HGD,6,5,311,90
11,PPF44Q2B,8,5,GYM3,95
11,PPF44Q3B,7,5,GYM3,98
11,HQFC8UHT,1,5,316,90
11,PPF44Q2B,7,5,GYM3,90
10,MRF44,12,5,211,65
10,ULFC4TP,3,5,B39,83
9,EEFG4,10,5,349,79
12,SPF87UQD,1,5,332,100
10,ULFC4TP,3,5,B39,97
10,SCF44QT,3,5,231,80
9,PPF44Q2G,7,5,GYM2,98
9,PPF44Q3G,7,5,GYM2,100
9,FSFC4H,7,5,122,94
9,HGF87QTD,6,5,311,80
10,MRF44QT,6,5,104,81
10,HFF44HGB,2,5,334A,92
9,SLF44QT,3,5,238,67
10,MRF44,11,5,223,88
10,SCF44,5,5,138,84
12,MPF44UQS,2,5,205,65
10,FSFC8,6,5,113,73
9,EEF88QT,6,5,346,80
9,SLF44H,5,5,333,90
11,EEFCCQTD,1,5,350,75
11,EEFGGUWF,1,5,330,78
9,MEF44H,4,5,214,95
9,HGF84QF,2,5,326,65
11,HGF84QF,2,5,326,66
10,MRF44QG,6,5,104,65
11,SDF44QGE,1,5,247,89
12,MPF44UQS,2,5,205,75
9,FSFC8,6,5,113,70
11,SDF44HWE,2,5,328B,92
9,PHF44H2,4,5,B17,100
9,PPF44Q3B,7,5,GYM3,98
11,EEF88QT,6,5,346,65
11,MEF44QW,1,5,203,67
12,FJFCCU,20,5,124,75
12,EEFGGQQC,2,5,250,81
11,MKFC8UCT,2,5,106,66
9,SHFC2TM,2,5,248,90
9,SHF82H,2,5,228,97
12,EEFGGUQX,2,5,347,90
9,SHF82H,2,5,228,98
9,EEFG4,10,5,349,65
9,EEFG4,5,5,126,80
9,HGF87QGD,6,5,311,80
9,HGF88QQD,8,5,341,68
10,PPF44Q3B,7,5,GYM3,90
10,SCF88QQ2,2,5,229,88
9,SHF82H,2,5,228,100
12,PPF44Q2B,7,5,GYM3,95
10,HFF44HGB,2,5,334A,92
12,PPF44Q2B,7,5,GYM3,90
12,PPF44Q3B,7,5,GYM3,90
10,MRF44QW,1,5,219,85
12,SQF44QQY,5,5,233,100
11,HPF44X,1,5,323,99
10,EEFCCQTD,1,5,350,81
11,SDF44QWE,2,5,328B,86
10,EEF88H,5,5,331,90
10,EEF88HG,6,5,346,96
9,EEFGGUWF,1,5,330,87
11,ULFC8TP,1,5,232,91
10,MRF44QG,7,5,221,75
10,MRF44QG,6,5,104,83
9,SHF82H,2,5,228,100
12,PPF44Q2B,7,5,GYM3,90
12,PPF44Q3B,7,5,GYM3,90
9,SLF44,4,5,213,85
9,HFF44HQB,2,5,315,92
9,HFF44QTB,2,5,334A,75
11,EEFGGQTF,2,5,249,67
11,SHFCATM,2,5,327,100
11,EEFCCQGD,1,5,350,70
9,EEFGGUWF,1,5,330,65
12,ULFC8TP,1,5,232,98
11,HRF44XA,2,5,225,90
9,EEFCCQGD,1,5,350,65
9,HGF88QGD,20,5,313,86
9,PHF44H3,4,5,B17,91
9,PPF44Q2B,8,5,GYM3,90
12,MPF44UQJ,2,5,208,88
12,EEFGGQGF,2,5,249,78
9,SCF44,5,5,138,86
9,EEFGCQFW,2,5,348,72
9,PPF44Q2B,8,5,GYM3,90
9,PPF44Q3B,7,5,GYM3,70
9,HGF88QGD,20,5,313,70
9,FSFC4,7,5,122,65
10,SCF84QTF,2,5,139,69
9,PHF44Q3,4,5,B17,85
9,PPF44Q2B,7,5,GYM3,98
12,MPF44UQS,2,5,205,98
10,MGF88HQ2,5,5,226,92
10,EEF88,5,5,331,72
12,MPF44UQS,2,5,205,66
11,EEFGGUQV,3,5,335,84
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,8,5,GYM3,90
11,SPF87UQD,1,5,332,95
12,SCF87UQD,1,5,141,77
12,EEFGGUQX,2,5,347,86
9,FSFC8,6,5,113,85
12,MPF44UQS,2,5,205,67
11,AUFC8UAT,2,5,204,92
9,SHF82,2,5,228,83
9,EEFG4,5,5,126,75
12,SCF87UQD,1,5,141,85
10,EEF88,5,5,331,83
12,PPF44Q2G,7,5,GYM2,100
10,SCF84QTF,2,5,139,86
9,MEF88QG,1,5,207,75
9,SCF44HG,3,5,231,90
9,EEFG4H,5,5,126,94
10,HFF44QGB,2,5,334A,80
9,HGF87HQD,4,5,314,93
12,PGF44Q2C,4,5,GYM1,70
12,PGF44Q3C,4,5,GYM1,65
9,SHFC2TM,2,5,248,65
11,SHFCATM,2,5,327,85
11,PGF44Q2C,4,5,GYM1,65
11,PPF44Q3B,8,5,GYM3,65
10,SCF44QG,3,5,231,87
11,SDF44QGE,1,5,247,78
12,SHFCATM,2,5,327,88
9,FSFC4,7,5,122,71
11,SPF87UQD,1,5,332,100
10,EEF88,5,5,331,72
12,MPF44UQS,2,5,205,67
9,HGF88QQD,8,5,341,80
11,HQFC8UHT,1,5,316,89
12,MPF44UQS,2,5,205,68
9,MEF44QW,1,5,203,66
11,EEF88QT,7,5,146,76
9,MKF44,2,5,108,85
12,PGF44Q2C,4,5,GYM1,70
12,PPF44Q3G,7,5,GYM2,80
12,SCF87UQD,1,5,141,68
11,HRF44XA,2,5,225,90
11,HQFC8UHT,1,5,316,94
9,SLF44HT,3,5,238,90
12,MPF44UQS,2,5,205,97
9,HGF87QTD,6,5,311,75
9,EEFG4,5,5,126,80
9,SDF44QWE,2,5,328B,82
9,HGF87HQD,4,5,314,98
11,EEFGGQQC,2,5,250,88
9,HGF88QGD,20,5,313,86
12,EEF88QG,7,5,146,79
9,EEFCCQGD,1,5,350,87
11,PPF44Q2B,8,5,GYM3,90
11,PPF44Q3B,7,5,GYM3,80
11,EEFGGUQV,3,5,335,65
9,SHF82H,2,5,228,98
11,MRF44QT,6,5,104,65
9,SHF82,2,5,228,87
10,SCF84QGF,2,5,139,68
9,SLF44H,5,5,333,92
10,EEF88QT,6,5,346,81
11,MRF44QGF,2,5,105,81
12,HQF44QQY,5,5,317,65
9,MEF44QW,1,5,203,80
12,AUFC8UAT,2,5,204,85
10,MRF44QT,6,5,104,65
10,SCF44,5,5,138,65
10,SCF44QG,3,5,231,65
9,HGF84QF,2,5,326,65
9,EEF88,5,5,331,65
11,AUFC8UAT,2,5,204,87
9,FSFC4,7,5,122,79
9,HGF88QGD,20,5,313,80
11,SDF44HGE,1,5,247,93
9,EEFG4QG,4,5,336,85
12,PGF44Q2C,4,5,GYM1,65
10,ULFC4TP,3,5,B39,95
10,EEF88QG,6,5,346,66
10,FJFC8,1,5,124,69
11,EEF88QT,7,5,146,82
9,SLF44QGF,21,5,338,78
11,ULFC8TP,1,5,232,83
9,SHF82H,2,5,228,92
9,HGF88QGD,20,5,313,67
9,EEFG4,5,5,126,65
10,ULFC4TP,3,5,B39,93
11,MPF44UQJ,2,5,208,65
11,SDF44HTE,1,5,247,95
9,PHF44Q3,4,5,B17,82
9,PPF44Q2B,8,5,GYM3,90
12,PGF44Q2C,4,5,GYM1,80
12,PQF44Q3Y,5,5,251,100
12,MPF44UQJ,2,5,208,85
12,ULFC8TP,1,5,232,77
10,MRF44QW,1,5,219,75
9,EEFGCQF,2,5,348,65
9,SHFC2TM,2,5,248,100
11,PPF44Q2B,7,5,GYM3,90
11,PPF44Q3B,7,5,GYM3,98
9,FSFC4H,7,5,122,92
9,HGF87QGD,6,5,311,70
9,MEF44,4,5,214,78
9,HGF87QGD,6,5,311,80
11,SDF44HTE,1,5,247,90
11,MRF44QT,7,5,221,75
11,EEFGGUWF,1,5,330,81
11,HQFC8UHT,1,5,316,93
12,EQF44QQY,5,5,328,100
11,MPF44UQJ,2,5,208,88
10,EEF88,5,5,331,75
10,FSFC8,6,5,113,80
10,EEF88QT,6,5,346,85
12,ULFC8TP,1,5,232,88
11,ULFC4TP,3,5,B39,88
9,SLF44,5,5,333,76
11,SHFC2TM,2,5,248,75
9,EEFG4,10,5,349,80
9,SLF44QT,3,5,238,80
11,SDF44QTE,1,5,247,75
12,PGF44Q3C,4,5,GYM1,90
12,PPF44Q2G,7,5,GYM2,100
10,FSFC8,6,5,113,65
10,SCF44QG,3,5,231,75
11,EEFGGUQV,3,5,335,65
12,PPF44Q3B,8,5,GYM3,90
11,ULFC8TP,1,5,232,94
10,EEFCCQGD,1,5,350,84
11,SCF88QQ3,2,5,229,77
9,FSFC8,6,5,113,65
9,SLF44QT,3,5,238,65
10,SCF84QGF,2,5,139,76
9,MKF44,2,5,108,85
10,MRF44,11,5,223,87
11,MPF44UQJ,2,5,208,65
12,PGF44Q2C,4,5,GYM1,80
12,SCF88QQ3,2,5,229,65
10,SCF84QTF,2,5,139,78
10,EEFCCQTD,1,5,350,65
11,PPF44Q3G,7,5,GYM2,92
9,SLF44,5,5,333,89
9,SHFC2TM,2,5,248,95
12,SDF44QGE,1,5,247,88
12,PQF44Q2Y,5,5,251,100
12,PQF44Q3Y,5,5,251,100
12,PGF44Q2C,4,5,GYM1,90
12,PPF44Q3G,7,5,GYM2,95
10,FJFC8,1,5,124,88
10,PPF44Q2G,7,5,GYM2,87
11,HQFC8UHT,1,5,316,90
11,EEFCCQTD,1,5,350,86
9,EEFG4,10,5,349,65
11,EEFGGQGF,2,5,249,81
10,PPF44Q2B,7,5,GYM3,98
10,PPF44Q3B,8,5,GYM3,90
12,ULFC8TP,1,5,232,91
11,EEFCCQGD,1,5,350,87
12,EEFGGQQC,2,5,250,69
11,EEF88,5,5,331,65
12,PQF44Q2Y,5,5,251,100
12,PQF44Q3Y,5,5,251,100
9,EEF88,5,5,331,78
11,SPF87UQD,1,5,332,87
12,PGF44Q2C,4,5,GYM1,95
12,PPF44Q3B,7,5,GYM3,85
11,PPF44Q3B,7,5,GYM3,85
11,SCF88QQ2,2,5,229,72
9,SLF44,4,5,213,85
10,ULFC4TP,3,5,B39,88
11,AUFC8UAT,2,5,204,98
9,HGF87QGD,6,5,311,75
9,SLF44QG,3,5,238,66
9,SLF44,4,5,213,84
10,EEF88QG,6,5,346,88
9,SLF44QG,3,5,238,88
11,AUFC8UAT,2,5,204,93
11,PGF44Q3C,4,5,GYM1,70
11,SCF88QQ2,2,5,229,68
9,EEFG4HG,4,5,336,95
12,HPF44X,1,5,323,98
12,MKFC8UCT,2,5,106,91
12,PPF44Q2B,7,5,GYM3,90
12,SPF88HQ3,1,5,226,92
12,PPF44Q2G,7,5,GYM2,100
12,PPF44Q3G,7,5,GYM2,95
9,SLF44,5,5,333,84
12,SPF87UQD,1,5,332,95
11,MPF44UQJ,2,5,208,99
11,PPF44Q3B,7,5,GYM3,85
11,SPF87UQD,1,5,332,95
9,MKF44,2,5,108,83
10,MEF88QG,1,5,207,69
11,MKFC8UCT,2,5,106,86
9,HGF88QGD,20,5,313,82
9,EEFG4HG,4,5,336,90
11,EEFCCQTD,1,5,350,65
12,PGF44Q2C,4,5,GYM1,95
12,PGF44Q3C,4,5,GYM1,80
12,ULFC8TP,1,5,232,100
11,SHFCATM,2,5,327,73
9,HGF84QF,2,5,326,65
9,EEFGCQF,2,5,348,67
11,HQFC8UHT,1,5,316,91
12,SCF87UQD,1,5,141,96
10,HFF44QQB,2,5,315,65
12,HRF44XA,2,5,225,91
12,MPF44UQS,2,5,205,75
9,PHF44H2,4,5,B17,99
9,PPF44Q3B,8,5,GYM3,90
9,HGF88QGD,2,5,324,72
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,8,5,GYM3,90
12,EEFGGHQC,2,5,250,97
11,SCF44QG,3,5,231,65
9,EEFG4H,5,5,126,95
12,EEFGGUQX,2,5,347,80
10,HFF44QQB,2,5,315,85
12,FQF44QQY,5,5,216,88
12,PGF44Q2C,4,5,GYM1,80
12,PPF44Q3B,8,5,GYM3,90
10,PGF44Q2C,4,5,GYM1,85
10,SCF88QQ3,2,5,229,65
9,PHF44Q2,4,5,B17,88
9,PPF44Q3B,8,5,GYM3,90
10,MRF44HG,6,5,104,95
12,ULFC4TP,3,5,B39,88
9,HGF88QTD,20,5,313,80
9,MEF44H,4,5,214,95
9,SCF44,5,5,138,74
10,EEF88QG,7,5,146,88
12,HPF44X,1,5,323,99
10,MRF44H,12,5,211,96
10,MRF44,12,5,211,75
10,EEF88,5,5,331,80
11,FJFCCU,20,5,124,68
9,SLF44QT,3,5,238,70
9,HGF87QQD,4,5,314,87
9,SLF44,5,5,333,72
12,MPF44UQS,2,5,205,65
10,SCF84HGF,2,5,139,96
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,8,5,GYM3,90
12,PGF44Q3C,4,5,GYM1,65
12,PQF44Q2Y,5,5,251,100
12,MKFC8UCT,2,5,106,97
10,MRF44,11,5,223,88
11,HQFC8UHT,1,5,316,97
11,PPF44Q2B,8,5,GYM3,90
11,PPF44Q3B,8,5,GYM3,90
11,FQF44QQY,5,5,216,79
9,HGF88HQD,8,5,341,94
9,MRF44HGF,2,5,105,94
12,EEFGGUQX,2,5,347,88
12,PPF44Q2G,7,5,GYM2,98
12,PPF44Q3G,7,5,GYM2,95
9,HGF88QWD,1,5,307,65
11,EEFGGUTJ,2,5,B6,96
10,MRF44HG,7,5,221,90
10,FJFC8,1,5,124,65
10,PPF44Q2B,8,5,GYM3,90
10,PPF44Q3B,8,5,GYM3,90
10,EEF88,5,5,331,80
10,EEF88QT,7,5,146,65
12,MPF44UQS,2,5,205,65
12,MRF44,12,5,211,67
9,SCF44QG,3,5,231,75
10,FSFC8,6,5,113,65
12,SPF87UQD,1,5,332,85
10,EEF88QT,7,5,146,85
9,SLF44H,4,5,213,90
12,EEFGGHQC,2,5,250,93
12,EEFGGUQX,2,5,347,67
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,8,5,GYM3,90
11,SPF87UQD,1,5,332,100
9,MKF44H,2,5,108,96
9,HGF87HQD,4,5,314,92
9,EEFGCQF,2,5,348,84
10,EEF88QT,7,5,146,89
9,FSFC8,6,5,113,65
11,ULFC4TP,3,5,B39,90
10,EEF88QG,7,5,146,85
10,MRF44HG,6,5,104,91
9,PGF44Q3C,4,5,GYM1,100
9,PHF44Q2,4,5,B17,65
10,MRF44QG,7,5,221,76
9,SLF44HGF,21,5,338,92
12,HQF44QQY,5,5,317,98
12,SCF87UQD,1,5,141,83
9,HGF88HGD,20,5,313,90
11,HRF44XA,2,5,225,90
10,EEF88HG,6,5,346,92
12,MPF44UQS,2,5,205,65
9,PHF44H3,4,5,B17,100
9,PPF44Q2B,7,5,GYM3,95
11,EEFGGUTJ,2,5,B6,95
12,HQF44QQY,5,5,317,98
11,EEFGGUTJ,2,5,B6,93
11,FJFCCU,20,5,124,78
9,SHFC2TM,2,5,248,85
12,FJFC8H,1,5,124,95
12,EEF88QW,2,5,246,85
10,MRF44H,12,5,211,98
12,SCF87UQD,1,5,141,80
12,EEFGGUQX,2,5,347,76
12,PGF44Q3C,4,5,GYM1,95
12,PPF44Q2G,7,5,GYM2,100
9,PHF44H2,4,5,B17,97
9,PPF44Q3B,7,5,GYM3,90
10,HFF44QQB,2,5,315,84
11,MRF44H,11,5,223,93
11,SHFCATM,2,5,327,94
10,HFF44HQB,2,5,315,95
10,MEF88QT,1,5,207,86
9,SLF44,4,5,213,89
11,FJFCCU,20,5,124,92
10,MRF44QT,6,5,104,74
9,MKF44,2,5,108,74
10,HFF44HTB,2,5,334A,95
9,SLF44,4,5,213,71
11,EEFGGQGF,2,5,249,81
9,HGF88QGD,20,5,313,72
12,EEFGGUQX,2,5,347,85
12,EEFGGUQX,2,5,347,96
9,SHF82,2,5,228,81
10,MEF88HG,1,5,207,90
11,EEFGGQGF,2,5,249,80
11,PGF44Q2C,4,5,GYM1,100
11,PGF44Q3C,4,5,GYM1,100
10,HFF44HQB,2,5,315,93
12,EEFGGUQX,2,5,347,85
9,EEFG4,5,5,126,85
11,AUFC8UAT,2,5,204,87
12,SQF44QQY,5,5,233,100
9,SLF44HG,3,5,238,96
9,SHF82,2,5,228,89
12,MPF44UQS,2,5,205,78
9,EEFG4H,10,5,349,91
11,EEFGGQTF,2,5,249,65
11,PPF44Q2G,7,5,GYM2,100
11,PPF44Q3G,7,5,GYM2,100
11,MRF44QTF,2,5,105,65
12,MPF44UQS,2,5,205,88
10,HGF88QG,1,5,321,88
10,EEF84QF,2,5,334B,83
11,EEFGGUGJ,2,5,B6,82
11,ULFC4TP,3,5,B39,97
12,SCF87UQD,1,5,141,89
12,MRF44,12,5,211,65
9,PHF44H3,4,5,B17,99
9,PPF44Q2G,7,5,GYM2,100
12,MRF44,12,5,211,65
10,HFF44QQB,2,5,315,82
10,MEF88HG,1,5,207,95
11,HRF44XA,2,5,225,94
9,HGF88QGD,2,5,324,65
9,SCF84QTF,2,5,139,69
12,MQF44QQY,5,5,204A,100
11,MRF44QG,7,5,221,65
11,HQFC8UHT,1,5,316,92
10,FJFC8H,1,5,124,95
10,HFF44QQB,2,5,315,65
9,PHF44Q2,4,5,B17,87
9,PPF44Q3B,7,5,GYM3,98
12,SCF44QT,3,5,231,85
11,EEFGGQTF,2,5,249,85
12,PGF44Q3C,4,5,GYM1,80
12,SPF87UQD,1,5,332,100
11,SHFCATM,2,5,327,100
12,EEFGGQGF,2,5,249,65
10,SCF44,5,5,138,78
10,HFF44QGB,2,5,334A,75
9,SLF44QG,3,5,238,83
9,HGF88QQD,8,5,341,86
10,ULFC4TP,3,5,B39,81
12,HPF44X,1,5,323,97
9,MEF44,4,5,214,88
12,SPF87UQD,1,5,332,85
9,SHF82,2,5,228,76
9,SLF44,4,5,213,83
9,EEFG4,5,5,126,65
11,SHFCATM,2,5,327,100
11,EEF84QFW,2,5,334B,65
9,EEFG4,10,5,349,65
12,MRF44QG,6,5,104,86
12,HQF44QQY,5,5,317,98
9,SLF44,4,5,213,85
10,HFF44HGB,2,5,334A,90
9,EEFG4QT,4,5,336,74
9,SHFC2TM,2,5,248,100
9,SLF44,5,5,333,86
9,PPF44Q2A,1,5,GYM1,65
9,PPF44Q3A,1,5,GYM1,65
12,SCF87UQD,1,5,141,75
9,SHF82,2,5,228,66
9,PHF44Q3,4,5,B17,80
9,PPF44Q2B,7,5,GYM3,95
12,SCF87UQD,1,5,141,87
11,SCF88QQ3,2,5,229,88
11,ULFC8TP,1,5,232,94
12,SCF87UQD,1,5,141,79
9,PHF44Q3,4,5,B17,83
9,PPF44Q2B,8,5,GYM3,90
9,HGF88QQD,8,5,341,86
11,MRF44HTF,2,5,105,93
12,MKFC8UCT,2,5,106,65
10,MEF88QG,1,5,207,80
9,EEFGCQF,2,5,348,79
9,SHF82H,2,5,228,96
10,EEF88HT,7,5,146,90
9,FSFC8H,6,5,113,100
10,MRF44,11,5,223,74
9,EEFG4HG,4,5,336,90
9,SLF44H,5,5,333,99
12,MRF44QTF,2,5,105,85
10,SHFCATM,2,5,327,81
11,EEFGGUQV,3,5,335,90
11,SCF44QT,3,5,231,65
12,PPF44Q2B,7,5,GYM3,70
9,PHF44Q3,4,5,B17,82
9,PPF44Q2B,7,5,GYM3,98
9,EEFG4H,10,5,349,95
9,HGF87QQD,4,5,314,84
9,HGF84QF,2,5,326,84
9,HGF88HG,1,5,321,95
9,HGF88QWD,1,5,307,80
12,HRF44XA,2,5,225,92
10,ULFC8TP,1,5,232,65
11,PPF44Q2B,8,5,GYM3,75
11,PPF44Q3B,8,5,GYM3,75
11,PPF44Q2G,7,5,GYM2,88
11,PPF44Q3G,7,5,GYM2,90
12,SCF87UQD,1,5,141,66
9,EEFG4,5,5,126,65
9,SLF44H,4,5,213,96
9,MKF44,2,5,108,65
10,ULFC4TP,3,5,B39,89
9,HGF88QTD,2,5,324,88
10,SDF44QTE,1,5,247,65
12,EEF84QF,2,5,334B,80
10,SCF44H,5,5,138,93
11,EEFGGUGJ,2,5,B6,94
9,HGF87HQD,4,5,314,93
9,HGF88HQD,8,5,341,93
9,EEFG4HG,4,5,336,90
11,MKFC8UCT,2,5,106,89
9,HGF84QF,2,5,326,67
12,PGF44Q2C,4,5,GYM1,85
11,MRF44,11,5,223,88
11,MKFC8UCT,2,5,106,66
10,SCF44,5,5,138,88
9,HGF88QTD,20,5,313,70
11,HFF44HQB,2,5,315,99
10,EEFGCQF,2,5,348,78
11,SHFCATM,2,5,327,71
9,FSFC8,6,5,113,65
9,SHF82,2,5,228,83
9,EEF88QT,7,5,146,84
9,SLF44QGF,21,5,338,65
10,EEF88HG,6,5,346,90
10,MRF44QT,6,5,104,75
11,FJFCCU,20,5,124,90
10,SCF44QT,3,5,231,85
9,HGF88QGD,2,5,324,70
11,EEFGGUWF,1,5,330,84
12,MRF44,11,5,223,75
9,EEFG4,10,5,349,74
9,SHF82,2,5,228,78
11,EEFCCQTD,1,5,350,65
9,MEF44QW,1,5,203,85
12,MRF44QGF,2,5,105,85
11,MRF44,11,5,223,82
10,FSFC8,6,5,113,87
10,MRF44,11,5,223,87
9,EEFG4H,5,5,126,91
9,HGF88QWD,1,5,307,70
9,EEFG4,5,5,126,80
11,EEF84QF,2,5,334B,83
9,PHF44H2,4,5,B17,96
9,PPF44Q3G,7,5,GYM2,95
12,EEF88,5,5,331,66
11,HRF44XA,2,5,225,90
9,SLF44H,5,5,333,100
9,EEF84QF,2,5,334B,68
9,MEF44,4,5,214,81
10,FSFC8H,6,5,113,91
10,MRF44H,11,5,223,98
12,EEFCCHGD,1,5,350,95
11,SDF44HGE,1,5,247,95
10,MEF88QT,1,5,207,81
10,SCF44QG,3,5,231,65
11,PGF44Q2C,4,5,GYM1,80
11,SCF88QQ3,2,5,229,65
9,HGF88QQD,8,5,341,85
9,SLF44,5,5,333,88
10,EEF88H,5,5,331,90
9,HGF88QGD,20,5,313,82
9,EEFG4,10,5,349,83
10,EEFGCQF,2,5,348,85
12,HRF44XA,2,5,225,92
12,SPF87UQD,1,5,332,100
12,EEFGGUQX,2,5,347,72
12,MQF44QQY,5,5,204A,100
11,EEFGGHQC,2,5,250,99
12,SQF44QQY,5,5,233,80
11,SDF44QGE,1,5,247,80
12,MPF44UQS,2,5,205,98
10,MRF44QG,6,5,104,80
9,MRF44H,11,5,223,90
10,MRF44QGF,2,5,105,65
9,HGF84QF,2,5,326,70
12,PGF44Q2C,4,5,GYM1,80
12,PGF44Q3C,4,5,GYM1,80
9,HGF88QQD,8,5,341,83
12,SCF87UQD,1,5,141,90
12,EEFGGUGJ,2,5,B6,65
9,EEFGCQF,2,5,348,77
11,SCF44HG,3,5,231,100
9,MEF44H,4,5,214,90
11,MPF44UQJ,2,5,208,96
11,MKF44,2,5,108,80
11,PPF44Q2B,7,5,GYM3,65
11,PPF44Q3B,8,5,GYM3,65
9,SCF44,5,5,138,85
12,FJFC8H,1,5,124,98
10,SCF44H,5,5,138,90
9,HGF88HG,1,5,321,92
11,PPF44Q2G,7,5,GYM2,75
11,PPF44Q3G,7,5,GYM2,72
10,EEF88QT,7,5,146,88
9,PHF44H2,4,5,B17,92
9,PPF44Q3B,8,5,GYM3,90
9,PHF44Q2,4,5,B17,80
9,PPF44Q3B,8,5,GYM3,90
9,PHF44Q2,4,5,B17,80
9,PPF44Q3G,7,5,GYM2,100
12,SQF44QQY,5,5,233,100
11,EEFGGHQC,2,5,250,94
10,SCF44,5,5,138,89
12,PQF44Q2Y,5,5,251,100
12,PQF44Q3Y,5,5,251,100
10,SCF44QT,3,5,231,70
12,SPF87UQD,1,5,332,100
9,HGF88HGD,2,5,324,90
11,MKFC8UCT,2,5,106,95
9,HGF87HQD,4,5,314,93
11,EEFGGQQC,2,5,250,72
12,MPF44UQJ,2,5,208,100
11,MRF44HG,6,5,104,95
10,FSFC8,6,5,113,75
11,HGF88QG,1,5,321,65
9,HGF88QQD,8,5,341,65
9,SLF44QGF,21,5,338,73
12,EEF88,5,5,331,66
9,SHF82H,2,5,228,97
9,SLF44H,4,5,213,93
9,EEFG4H,5,5,126,96
12,EEF84QF,2,5,334B,83
10,SCF44QG,3,5,231,89
10,EEF88H,5,5,331,90
11,EEFGGHQC,2,5,250,97
10,PPF44Q2G,7,5,GYM2,85
10,PPF44Q3G,7,5,GYM2,85
12,PQF44Q2Y,5,5,251,100
12,PQF44Q3Y,5,5,251,100
9,FSFC4,7,5,122,89
9,SLF44,4,5,213,88
12,SQF44QQY,5,5,233,100
10,EEF88,5,5,331,78
11,PPF44Q2G,7,5,GYM2,100
11,PPF44Q3G,7,5,GYM2,100
12,HQF44QQY,5,5,317,96
12,PPF44Q3G,7,5,GYM2,85
9,EEFG4HG,4,5,336,93
9,PHF44H3,4,5,B17,100
9,PPF44Q2B,7,5,GYM3,90
12,PPF44Q2B,8,5,GYM3,90
12,PPF44Q3B,7,5,GYM3,98
11,SCF88QQ3,2,5,229,83
10,SCF84QTF,2,5,139,78
11,SHFCATM,2,5,327,100
12,PPF44Q2G,7,5,GYM2,95
12,PPF44Q3G,7,5,GYM2,90
9,PPF44Q2B,7,5,GYM3,98
9,PPF44Q3B,8,5,GYM3,90
10,MRF44QTF,2,5,105,65
10,MRF44H,12,5,211,95
12,HQF44QQY,5,5,317,96
10,EEFGCQF,2,5,348,71
9,MRF44HGF,2,5,105,93
11,EEFGCQF,2,5,348,77
11,SHFCATM,2,5,327,82
11,EEF84QF,2,5,334B,82
9,EEFG4HG,4,5,336,96
9,PHF44Q3,4,5,B17,65
9,PPF44Q2B,7,5,GYM3,90
11,EEF84QF,2,5,334B,80
9,SLF44QGF,21,5,338,77
12,MPF44UQS,2,5,205,75
12,EEFGGHQC,2,5,250,98
11,SHFCATM,2,5,327,94
9,SLF44QG,3,5,238,79
10,EEF88QG,7,5,146,89
11,MRF44,12,5,211,73
12,PQF44Q2Y,5,5,251,100
12,PQF44Q3Y,5,5,251,100
9,MKF44H,2,5,108,96
9,EEF84QF,2,5,334B,73
12,SPF87UQD,1,5,332,100
12,HRF44XA,2,5,225,87
10,EEF88QG,6,5,346,89
11,PPF44Q2B,8,5,GYM3,90
11,PPF44Q3B,8,5,GYM3,90
11,MPF44UQJ,2,5,208,85
9,HGF84QF,2,5,326,65
10,SCF44,5,5,138,70
9,SCF84QGF,2,5,139,78
9,MKF44,2,5,108,83
10,SCF84QGF,2,5,139,79
10,MRF44HG,7,5,221,97
11,EEF84QF,2,5,334B,85
12,PPF44Q2B,7,5,GYM3,90
12,PPF44Q3B,7,5,GYM3,65
10,SCF44,5,5,138,81
12,MKF44QQY,5,5,319,100
11,SHFCATM,2,5,327,86
12,MPF44UQJ,2,5,208,95
9,PHF44Q3,4,5,B17,65
9,PPF44Q2G,7,5,GYM2,100
12,EQF44QQY,5,5,328,100
10,MEF88QG,1,5,207,86
11,FKFCCU,1,6,114,78
10,SCF84QGF,3,6,229,65
9,MRF44,13,6,203,89
11,PGF44Q3C,5,6,GYM1,100
11,SEF88QQ2,2,6,341,82
11,EEFGGUGF,2,6,330,65
9,HUF44QQB,2,6,315,86
9,MKF44,3,6,108,80
11,EEF44UCC,1,6,347,78
9,UEFG4,2,6,227,66
12,MPF44UQS,3,6,104,90
12,SPF88UQD,1,6,332,95
12,MKFCCTC,2,6,106,93
9,FKFC4H,4,6,115,100
11,PGF44Q2C,5,6,GYM1,100
11,SEF88QQ3,2,6,341,85
11,FFFCC,2,6,111,67
9,HGF88QGD,6,6,311,80
11,SPF88UQD,1,6,332,100
11,SPF44,4,6,238,88
12,PPF44Q2G,9,6,GYM2,80
12,SEF88QQ3,2,6,341,80
9,HGF87HQD,20,6,323,95
9,PHF44Q3,5,6,B17,75
9,PPF44Q2B,10,6,GYM3,90
