Grade,Course,Section,Period,Room,Mark1
9,MEF44H,2,3,207,92
9,HGF84QF,1,3,336,83
11,SCF44QT,2,3,139,65
12,PQF44Q2Y,3,3,251,100
12,PQF44Q3Y,3,3,251,100
11,PPF44Q2G,4,3,GYM2,100
11,UAF88H3,2,3,235,99
11,SHFC6TM,1,3,149,100
11,SCF44QT,2,3,139,70
9,HUF43QWD,1,3,326,65
12,EEFGGUQX,1,3,347,82
11,PPF44Q2B,4,3,GYM3,98
11,UAF88H3,2,3,235,96
10,HUF44UQX,2,3,333,97
11,SHFCATM,1,3,327,95
9,SLF44QG,2,3,231,75
9,PPF44Q2B,3,3,GYM3,65
9,UAF44Q3,2,3,235,73
9,HGF88QGD,1,3,334A,75
12,EEFGGUQJ,1,3,B6,91
12,AUFC8UAT,1,3,232,80
9,MRF44QG,3,3,107,88
9,SDF44QWE,1,3,329B,79
9,MEF44QT,2,3,208,65
11,EEFGGUQF,1,3,330,90
9,SLF44,3,3,247,66
9,HGF88QTD,5,3,314,70
9,PHF44Q3,2,3,B17,68
9,PPF44Q2G,4,3,GYM2,65
10,EEFGGHF,1,3,103,93
9,SLF44QT,2,3,231,88
12,PGF44Q2C,2,3,GYM1,85
12,PGF44Q3C,2,3,GYM1,85
10,FLFC8,1,3,121,88
9,MRF44,5,3,221,70
10,HUF44HG,2,3,316,95
12,MQF44QQY,3,3,204A,100
11,AUFC8UAT,1,3,232,92
11,FMFCCH,1,3,111,98
12,AUFC8UAT,1,3,232,96
12,PGF44Q2C,2,3,GYM1,100
12,PGF44Q3C,2,3,GYM1,100
12,FFFCC,1,3,248,65
ST,FSFC4H,1,3,115,100
9,HGF87HQD,3,3,213,91
11,PPF44Q2G,4,3,GYM2,100
11,PWF44Q3G,1,3,POOL,95
9,HGF84QF,1,3,336,82
9,AWF84H,1,3,222,95
12,BCF44T,22,3,204,100
12,PGF44Q3C,2,3,GYM1,100
10,SPF44,2,3,229,89
10,SCF44H,3,3,141,93
12,SBF87UBD,1,3,338,77
10,FSFCCU,2,3,123,90
9,HGF88XHD,1,3,325,100
9,SLF44HG,2,3,231,97
10,PPF44Q2B,3,3,GYM3,65
10,UAF44Q3,2,3,235,71
9,FKFC4,2,3,114,89
10,FKFC4,2,3,114,65
12,SCF44HG,2,3,139,92
12,EQF44QQY,3,3,328,95
11,FSFCCU,2,3,123,92
10,FSFCC,3,3,125,85
11,FSFCCU,2,3,123,85
10,HUF44QT,2,3,316,65
9,HGF88QQD,7,3,313,73
11,PGF44Q3C,2,3,GYM1,65
11,EEFGGUQJ,1,3,B6,70
9,SDF44QWE,1,3,329B,69
11,MPF44UQJ,1,3,219,80
10,MKFC4TC,1,3,108,88
12,PPF44Q2G,3,3,GYM2,100
12,PWF44Q3G,1,3,POOL,88
9,EEFG4H,8,3,349,92
11,MPF44UQJ,1,3,219,75
9,HGF87QQD,3,3,213,77
12,EEFGGQGF,1,3,249,70
9,FSFC8,3,3,122,67
11,FSFCCU,2,3,123,65
9,HGF87QQD,3,3,213,69
12,EEFGGUQV,1,3,335,80
12,SDF88TV,2,3,206,90
11,EEFGGUQJ,1,3,B6,94
11,EEFGGUQF,1,3,330,90
11,SBF87UBD,1,3,338,91
9,PHF44Q3,2,3,B17,86
9,PPF44Q2B,4,3,GYM3,98
12,HBF44X,1,3,311,83
9,EEFG4QT,6,3,246,65
9,FSFC8,4,3,113,85
12,SCF44,4,3,138,67
9,SHFC6TM,1,3,149,100
9,MRF44HG,3,3,107,93
11,MRF44HG,2,3,104,93
9,SDF44QWE,1,3,329B,74
9,EEF88HG,4,3,350,90
12,EEFGGQGF,1,3,249,82
10,SCF44,3,3,141,70
10,SHFC6TM,1,3,149,100
9,HQF44HH,2,3,324,98
9,FSFC8,4,3,113,75
11,FMFCC,1,3,111,73
9,HGF88QTD,1,3,334A,83
9,FSFC4H,1,3,115,91
11,SDF44QWE,1,3,329B,68
11,PPF44Q3G,4,3,GYM2,65
11,SEF88QQ2,1,3,341,75
10,MRF44,6,3,225,65
9,HGF88XHD,1,3,325,93
11,EEFGGUQJ,1,3,B6,92
11,EEFGCUQX,1,3,348,99
9,FSFC4,1,3,115,86
10,HUF44UQX,2,3,333,100
10,FSFCCU,2,3,123,88
10,EEF88,3,3,346,72
10,PPF44Q2G,3,3,GYM2,100
10,UAF44Q3,2,3,235,76
9,HUF44QQB,1,3,315,71
11,FSFCC,3,3,125,65
9,UEFG4,1,3,B27,65
9,FMFC4,1,3,226,70
11,PPF44Q3G,4,3,GYM2,100
11,UAF88H2,2,3,235,96
9,EEFGGHFW,1,3,103,90
9,MRF44,3,3,223,81
12,MPF44UQS,1,3,211,85
10,PWF44Q3G,1,3,POOL,65
10,UAF44Q2,2,3,235,67
10,FSFCCU,2,3,123,95
10,PPF44Q3B,3,3,GYM3,65
10,UAF44Q2,2,3,235,66
10,SCF44QT,2,3,139,65
11,FSFCC,3,3,125,85
9,EEFGGHF,1,3,103,94
11,EEFGGUQV,1,3,335,83
10,PPF44Q3B,5,3,GYM3,80
10,UAF44Q2,2,3,235,77
9,PHF44Q3,2,3,B17,86
9,PPF44Q2B,3,3,GYM3,90
9,PPF44Q2B,5,3,GYM3,65
9,PHF44Q3,2,3,B17,86
9,PPF44Q2B,3,3,GYM3,65
10,EEF88,3,3,346,72
11,EEFGGQGF,1,3,249,67
11,MRF44HT,2,3,104,91
9,UEFG4H,1,3,B27,95
10,EEF88,2,3,126,85
12,PQF44Q2Y,3,3,251,100
12,PWF44Q3G,1,3,POOL,65
12,SHFCATM,1,3,327,90
9,HGF88XHD,1,3,325,87
12,PPF44Q2B,5,3,GYM3,70
12,PPF44Q3B,4,3,GYM3,65
10,HUF43HWD,1,3,326,90
10,HUF44QGD,1,3,323,65
9,SLF44QT,2,3,231,80
11,SHFCATM,1,3,327,90
9,SLF44,2,3,228,75
9,EEFG4QG,6,3,246,65
9,HGF87QQD,3,3,213,65
9,EEFG4QG,6,3,246,79
11,MRF44QT,3,3,107,70
11,EEFGGQTF,1,3,249,88
11,PPF44Q2B,3,3,GYM3,70
11,SEF88QQ3,1,3,341,85
9,SDF44QWE,1,3,329B,74
11,HBF44X,1,3,311,94
12,MPF44UQS,1,3,211,95
11,SBF87UBD,1,3,338,82
10,FSFC8,3,3,122,70
10,EEF88HG,3,3,146,91
10,MKFC4TC,1,3,108,65
12,SHFCATM,1,3,327,70
12,ULFC4TP,2,3,B39,80
11,SCF44,4,3,138,80
9,MEF44,2,3,207,65
11,EEFGGUQF,1,3,330,70
9,FSFC8,4,3,113,87
9,HGF88QTD,1,3,334A,65
11,SHFC6TM,1,3,149,98
9,PHF44Q2,2,3,B17,84
9,PPF44Q3B,5,3,GYM3,90
12,MRF44,6,3,225,77
12,PPF44Q2G,4,3,GYM2,65
12,PPF44Q3G,4,3,GYM2,65
10,FLFC8,1,3,121,84
11,FSFCCU,2,3,123,65
12,HQF44QQY,3,3,317,96
11,FFFCC,1,3,248,80
9,SLF44QT,2,3,231,85
10,MRF44,3,3,223,65
9,FSFC4,1,3,115,65
10,PPF44Q3B,4,3,GYM3,75
11,SHFC6TM,1,3,149,100
9,SLF44,2,3,228,66
9,HGF88QTD,1,3,334A,65
9,FMFC4H,1,3,226,91
10,HUF44UQX,2,3,333,100
10,PPF44Q2B,4,3,GYM3,85
10,UAF44Q3,2,3,235,80
11,EEFGGUQF,1,3,330,70
12,MRF44,6,3,225,65
10,HUF44QT,2,3,316,65
11,EEFGCUQX,1,3,348,88
9,HGF88QGD,1,3,334A,80
9,HGF88QQD,1,3,321,70
12,PPF44Q3B,4,3,GYM3,75
12,PWF44Q2B,1,3,POOL,80
12,PPF44Q2G,3,3,GYM2,95
12,PPF44Q3G,3,3,GYM2,95
12,UQF44QQY,3,3,216,100
10,BCF44T,32,3,204,80
10,PGF44Q2C,2,3,GYM1,95
10,EEF88QG,3,3,146,85
11,MPF44UQJ,1,3,219,95
11,MRF44QT,1,3,214,65
9,MEF44,2,3,207,86
10,HUF44QQB,1,3,315,66
12,EEFGGUQX,1,3,347,88
11,PGF44Q2C,2,3,GYM1,90
11,PGF44Q3C,2,3,GYM1,90
12,PGF44Q2C,2,3,GYM1,90
12,PGF44Q3C,2,3,GYM1,85
11,MRF44QG,1,3,214,69
12,MKFCCTC,1,3,106,79
9,SCF44,3,3,141,65
11,MKFC8UCT,1,3,322,90
12,PQF44Q2Y,3,3,251,100
12,PQF44Q3Y,3,3,251,100
9,FKFC4,2,3,114,75
10,EEF88,3,3,346,72
10,MRF44,4,3,205,71
11,EEFGGUQJ,1,3,B6,96
9,PPF44Q2B,5,3,GYM3,90
9,PPF44Q3B,5,3,GYM3,90
11,PPF44Q2G,4,3,GYM2,85
11,PPF44Q3G,4,3,GYM2,80
9,HGF88QGD,1,3,334A,85
10,HUF44HG,2,3,316,94
10,BCF44T,32,3,204,90
10,PPF44Q2B,3,3,GYM3,70
9,EEFGGHF,1,3,103,90
11,MRF44,4,3,205,75
11,PGF44Q3C,2,3,GYM1,90
11,SEF88QQ2,1,3,341,80
11,PPF44Q3B,5,3,GYM3,65
11,AUFC8UAT,1,3,232,70
10,FSFCC,3,3,125,87
9,FSFC8,4,3,113,76
12,HBF44X,1,3,311,65
12,EEFGGUQV,1,3,335,90
12,EEFGGUQF,1,3,330,88
12,MRF44QT,1,3,214,86
9,HGF88QGD,5,3,314,65
12,MPF44UQJ,1,3,219,94
11,SDF84UVT,1,3,332,95
11,MEF44QG,2,3,208,65
11,SDF84UVT,1,3,332,90
9,HGF88QGD,1,3,334A,75
10,PPF44Q2B,4,3,GYM3,85
10,PPF44Q3B,4,3,GYM3,80
11,EEFGGQGF,1,3,249,76
9,SLF44QG,2,3,231,86
12,MCF87UBD,1,3,203,96
9,MEF44H,2,3,207,93
11,PPF44Q2B,4,3,GYM3,80
11,UAF88Q3,2,3,235,65
12,HQF44QQY,3,3,317,96
12,EEFGGUQF,1,3,330,95
11,MRF44QG,2,3,104,75
12,FQF44QQY,3,3,216,65
9,AWF84,1,3,222,81
11,EEFGCUQX,1,3,348,97
12,MCF87UBD,1,3,203,97
12,FKFC4,2,3,114,88
10,MRF44,3,3,223,65
12,BCF44T,22,3,204,100
12,PPF44Q3G,3,3,GYM2,85
12,PGF44Q2C,2,3,GYM1,100
12,PGF44Q3C,2,3,GYM1,100
12,FQF44QQY,3,3,216,96
10,MKFC4TC,1,3,108,90
12,SBF87UBD,1,3,338,72
9,HQF44HH,2,3,324,95
10,EEF88QG,3,3,146,82
9,SLF44QG,2,3,231,86
12,SHFCATM,1,3,327,70
12,SBF87UBD,1,3,338,90
11,PPF44Q2B,3,3,GYM3,70
11,SEF88QQ3,1,3,341,74
9,EEF88,3,3,346,67
9,MEF44QG,2,3,208,70
9,SLF44H,3,3,247,91
11,AUFC8UAT,1,3,232,66
9,EEFG4QG,6,3,246,81
12,PPF44Q3G,4,3,GYM2,65
10,MKFC4TC,1,3,108,78
12,EEFGGUQX,1,3,347,68
12,MCF87UBD,1,3,203,82
10,EEF88QG,4,3,350,74
10,SCF44,3,3,141,87
10,SCF44,3,3,141,79
9,HGF88QGD,1,3,334A,75
9,UEFG4,1,3,B27,80
10,FSFC8H,4,3,113,93
11,EEFGGUQF,1,3,330,88
10,FSFC8H,4,3,113,98
12,HBF44X,1,3,311,83
9,SLF44QT,2,3,231,80
9,PPF44Q2B,3,3,GYM3,90
9,PPF44Q3B,3,3,GYM3,80
9,HGF88XHD,1,3,325,87
10,PPF44Q2B,3,3,GYM3,70
10,UAF44Q3,2,3,235,71
12,SDF84UVT,1,3,332,70
12,SDF84UVT,1,3,332,100
10,FMFC8,1,3,215,87
11,EEFGGUQF,1,3,330,95
10,HUF44QQB,1,3,315,80
11,PPF44Q2G,4,3,GYM2,90
11,PPF44Q3G,4,3,GYM2,95
10,SCF44,3,3,141,81
11,PPF44Q2G,3,3,GYM2,65
11,SEF88QQ3,1,3,341,78
10,ULFC4TP,2,3,B39,70
9,UEFG4,1,3,B27,70
10,SCF44HG,2,3,139,90
9,SLF44H,3,3,247,93
9,HGF88QGD,1,3,334A,65
12,SHFCATM,1,3,327,75
10,EEF88QG,3,3,146,84
12,EEFGGUQF,1,3,330,72
12,EEFGGUQV,1,3,335,82
12,SBF87UBD,1,3,338,95
10,EEF88QG,4,3,350,87
11,MPF44UQJ,1,3,219,85
11,SPF44H,2,3,229,90
11,PPF44Q2G,3,3,GYM2,65
11,PPF44Q3G,4,3,GYM2,65
9,EEFG4H,8,3,349,98
9,PPF44Q2G,4,3,GYM2,100
9,PPF44Q3G,4,3,GYM2,100
10,SHFC6TM,1,3,149,100
12,SBF87UBD,1,3,338,90
12,HBF44X,1,3,311,95
9,SLF44QW,2,3,328B,65
11,MRF44,5,3,221,85
10,BCF44T,32,3,204,100
10,PPF44Q2G,3,3,GYM2,100
10,EEF88QG,3,3,146,80
10,SCF44,4,3,138,76
10,MRF44,3,3,223,65
10,PPF44Q3B,4,3,GYM3,65
12,EEFGGUQX,1,3,347,75
12,EEFGGUQF,1,3,330,88
9,HGF88XHD,1,3,325,81
10,BCF44T,22,3,204,75
10,PPF44Q3B,3,3,GYM3,65
12,ULFC4TP,2,3,B39,90
10,SHFC6TM,1,3,149,75
10,HUF44QT,2,3,316,65
9,HQF44HH,2,3,324,95
10,SHFC6TM,1,3,149,100
12,BCF44T,22,3,204,100
12,PGF44Q3C,2,3,GYM1,95
11,EEFGCUQX,1,3,348,100
9,FMFC4H,1,3,226,100
9,SCF44,3,3,141,85
9,HGF87QQD,3,3,213,72
10,MRF44QT,1,3,214,87
9,MRF44,6,3,225,67
11,FSFCCU,2,3,123,93
10,PPF44Q3B,3,3,GYM3,90
10,UAF44Q2,2,3,235,86
10,SDF84UVT,1,3,332,100
11,SPF44H,2,3,229,98
9,HUF44QQB,1,3,315,68
10,HUF44QGD,1,3,323,80
9,HGF84QF,1,3,336,87
12,MCF87UBD,1,3,203,71
12,AQF44QQY,3,3,216,96
9,PPF44Q2G,3,3,GYM2,100
9,UAF44H3,2,3,235,93
11,MRF44H,6,3,225,94
10,SPF44,2,3,229,89
12,EEFGGUQX,1,3,347,75
9,HGF88XHD,1,3,325,97
11,AUFC8UAT,1,3,232,82
12,ANF44X,1,3,B7,70
9,MEF44HG,2,3,208,97
12,BCF44T,22,3,204,100
12,PPF44Q3B,3,3,GYM3,80
11,MRF44QT,3,3,107,89
10,FLFC8,1,3,121,86
10,SCF44,4,3,138,78
11,PPF44Q2B,4,3,GYM3,90
11,PPF44Q3B,4,3,GYM3,90
9,FSFC4,1,3,115,65
9,MEF44QT,2,3,208,74
12,AUFC8UAT,1,3,232,85
10,EEFGGQF,1,3,103,85
10,EEF88,2,3,126,85
12,FMFC8H,1,3,215,93
12,MKFCCTC,1,3,106,83
12,AUFC8UAT,1,3,232,100
9,MRF44H,4,3,205,96
10,MRF44HG,1,3,214,90
11,PPF44Q3G,3,3,GYM2,100
11,UAF44H2,2,3,235,90
11,EEFGCUQX,1,3,348,93
10,FSFCC,3,3,125,80
10,FSFC8,3,3,122,65
10,SCF44,4,3,138,80
9,HGF87QQD,3,3,213,70
11,PPF44Q2G,3,3,GYM2,100
11,UAF88H3,2,3,235,95
10,HUF44QT,2,3,316,80
9,HGF88QGD,1,3,334A,85
10,SCF44HT,2,3,139,90
11,EEFGCUQX,1,3,348,99
9,AWF84,1,3,222,65
11,MRF44QG,2,3,104,85
9,FSFC4,1,3,115,68
12,ANF44X,1,3,B7,82
12,FMF44UQX,2,3,116,85
10,HUF44UQX,2,3,333,100
9,FKFC4,2,3,114,65
12,PGF44Q2C,2,3,GYM1,100
12,PGF44Q3C,2,3,GYM1,100
10,PPF44Q3B,4,3,GYM3,90
10,UAF44Q2,2,3,235,65
11,SEF88QQ3,1,3,341,70
11,UAF88Q2,2,3,235,73
11,FMFCCH,1,3,111,97
10,EEF88QG,4,3,350,86
12,FKFC4H,2,3,114,100
9,MEF44QG,2,3,208,80
11,PGF44Q3C,2,3,GYM1,85
11,SEF88HQ2,1,3,341,91
12,EEFGGUQV,1,3,335,87
9,MEF44H,2,3,207,92
9,SLF44,2,3,228,83
11,ULFC4TP,2,3,B39,92
9,PPF44Q2G,4,3,GYM2,100
9,PPF44Q3G,4,3,GYM2,100
11,SPF44,2,3,229,84
10,EEF88H,3,3,346,98
11,PGF44Q3C,2,3,GYM1,65
10,MRF44,5,3,221,65
10,PGF44Q2C,2,3,GYM1,75
10,PPF44Q3G,3,3,GYM2,85
11,MRF44,4,3,205,80
12,FMF44UQX,2,3,116,98
12,ULFC4TP,2,3,B39,75
12,PPF44Q2G,3,3,GYM2,85
12,PPF44Q3G,3,3,GYM2,87
11,SPF44,2,3,229,77
9,AWF84,1,3,222,88
10,PGF44Q3C,2,3,GYM1,95
10,UAF44Q2,2,3,235,75
10,FSFC8H,4,3,113,100
11,MRF44H,4,3,205,97
9,MEF44QG,2,3,208,65
9,PGF44Q2C,2,3,GYM1,100
9,SEF88QQ3,1,3,341,80
12,HBF44X,1,3,311,91
11,EEFGCUQX,1,3,348,98
11,FMFCC,1,3,111,81
11,EEFGCUQX,1,3,348,99
12,FMF44UQX,2,3,116,85
10,SCF44H,3,3,141,94
10,EEF88,2,3,126,75
9,AWF84H,1,3,222,93
12,FMFCC,1,3,111,85
11,FMFCC,1,3,111,88
12,SBF87UBD,1,3,338,76
12,MPF44UQJ,1,3,219,97
10,MRF44QG,2,3,104,85
10,FSFC8,4,3,113,75
9,HGF87QQD,3,3,213,65
9,EEFG4,8,3,349,88
10,EEF88,3,3,346,87
9,HGF88QQD,7,3,313,78
12,PPF44Q2G,4,3,GYM2,85
12,PWF44Q3G,1,3,POOL,80
9,HQF44QH,2,3,324,88
12,SDF88TV,2,3,206,90
9,HGF88QQD,7,3,313,80
11,FSFCCH,3,3,125,94
12,EEFGGUQJ,1,3,B6,94
11,PPF44Q2G,3,3,GYM2,65
11,SEF88QQ3,1,3,341,73
9,FSFC4H,1,3,115,97
12,MKFCCTC,1,3,106,89
12,BCF44T,22,3,204,100
12,PGF44Q3C,2,3,GYM1,90
9,HQF44QH,2,3,324,88
10,SCF44,4,3,138,70
9,SLF44QT,2,3,231,85
9,HGF88QGD,5,3,314,75
9,MEF44,2,3,207,80
9,SDF44QWE,1,3,329B,65
12,FFFCC,1,3,248,89
9,PGF44Q3C,2,3,GYM1,70
9,PPF44Q2B,5,3,GYM3,65
9,HGF88QQD,7,3,313,84
10,HUF43HWD,1,3,326,98
12,MPF44UQS,1,3,211,88
11,AWF84,1,3,222,81
11,MRF44,5,3,221,82
12,ANF44X,1,3,B7,83
12,FMFGGH,1,3,111,91
10,EEF88QG,4,3,350,82
9,FKFC4,2,3,114,86
9,EEFG4,8,3,349,88
11,PGF44Q2C,2,3,GYM1,65
11,SEF88QQ3,1,3,341,65
12,EEFGGUQV,1,3,335,96
9,ESFG8QF,1,3,334B,65
10,FSFCCU,2,3,123,70
9,HUF44QGD,1,3,323,65
11,FSFC8,4,3,113,73
9,HGF88QQD,7,3,313,88
10,PGF44Q2C,2,3,GYM1,90
10,SEF88QQ3,1,3,341,81
9,HGF88HQD,1,3,321,95
10,PPF44Q2B,5,3,GYM3,65
10,PPF44Q3B,3,3,GYM3,65
9,AWF84,1,3,222,81
9,PPF44Q2B,3,3,GYM3,100
9,PPF44Q3B,3,3,GYM3,100
12,SCF84QQF,1,3,238,75
11,MRF44QG,1,3,214,75
11,UAF88Q3,2,3,235,67
12,EEFGGUQV,1,3,335,80
9,HGF88QTD,5,3,314,65
9,PHF44Q2,2,3,B17,87
9,PPF44Q3B,3,3,GYM3,90
9,PPF44Q2B,3,3,GYM3,80
9,PPF44Q3B,3,3,GYM3,80
9,MEF44H,2,3,207,94
10,PPF44Q2G,3,3,GYM2,100
10,UAF44H3,2,3,235,91
9,PHF44H3,2,3,B17,95
9,PPF44Q2G,3,3,GYM2,100
9,AWF84,1,3,222,83
9,EEF88,2,3,126,88
9,SLF44QW,2,3,328B,74
12,MKF44QQY,3,3,319,100
12,MPF44UQS,1,3,211,75
10,EEFGGUQV,1,3,335,82
9,MEF44H,2,3,207,96
ST,PGF44Q2C,2,3,GYM1,90
ST,PGF44Q3C,2,3,GYM1,95
10,EEF88HG,4,3,350,95
10,HUF44QT,2,3,316,65
11,EEF88QT,3,3,146,65
11,MRF44,3,3,223,74
12,ANF44X,1,3,B7,84
11,MRF44,3,3,223,76
12,EEFGGUQX,1,3,347,90
9,UEFG4,1,3,B27,80
9,HGF88XHD,1,3,325,96
9,HGF88QQD,1,3,321,82
10,MRF44HG,3,3,107,96
10,HUF44HGD,1,3,323,90
12,ANF44X,1,3,B7,92
9,ESFG8QF,1,3,334B,65
9,PHF44H2,2,3,B17,92
9,PPF44Q3B,3,3,GYM3,95
12,BCF44T,32,3,204,100
12,PPF44Q2B,3,3,GYM3,80
10,FMFC8,1,3,215,89
10,MRF44H,4,3,205,95
10,MRF44QG,1,3,214,78
11,MKFC8UCT,1,3,322,91
9,MRF44QG,3,3,107,84
10,EEF88,2,3,126,80
9,EEFG4H,8,3,349,96
11,SPF44H,2,3,229,96
9,HGF88HQD,1,3,321,90
11,EEFGCUQX,1,3,348,93
9,ESFG8QF,1,3,334B,83
12,SDF88TV,2,3,206,94
11,EEF88HG,3,3,146,94
11,PPF44Q3B,4,3,GYM3,90
11,UAF44Q2,2,3,235,71
10,BCF44T,22,3,204,100
10,PPF44Q3G,4,3,GYM2,80
9,EEFGGHFT,1,3,103,90
11,PPF44Q2G,4,3,GYM2,100
11,PPF44Q3G,4,3,GYM2,100
10,FMFC8H,1,3,215,94
11,MRF44,4,3,205,72
9,PPF44Q2B,5,3,GYM3,80
9,UAF44Q3,2,3,235,66
9,HGF88QTD,5,3,314,75
9,FMFC4,1,3,226,85
11,EEFGGQTF,1,3,249,71
11,SEF88QQ3,1,3,341,65
10,SCF44H,3,3,141,97
12,PPF44Q2G,4,3,GYM2,85
12,PPF44Q3G,4,3,GYM2,90
10,FMFC8,1,3,215,80
9,SCF44,4,3,138,81
12,ANF44X,1,3,B7,90
9,HGF88HQD,1,3,321,96
ST,FSFC4H,1,3,115,90
11,MRF44QG,3,3,107,84
10,MKFC4TC,1,3,108,65
ST,FSFC4H,1,3,115,98
9,AWF84,1,3,222,77
9,UEFG4,1,3,B27,80
9,HGF88QQD,7,3,313,70
11,SCF44QT,2,3,139,65
10,EEF88,2,3,126,80
9,SLF44QW,2,3,328B,71
11,EEFGGUQV,1,3,335,90
10,HUF44UQX,2,3,333,95
10,FSFCCH,3,3,125,92
9,FMFC4H,1,3,226,94
9,SLF44QW,2,3,328B,65
9,SLF44H,2,3,228,90
10,MRF44H,6,3,225,95
11,SPF44,2,3,229,84
9,FMFC4H,1,3,226,94
9,MRF44,5,3,221,67
11,HBF44X,1,3,311,93
9,MRF44,5,3,221,65
10,FLFC8H,1,3,121,99
9,HQF44HH,2,3,324,91
9,HGF84QF,1,3,336,70
9,HGF88QQD,1,3,321,85
10,ULFC4TP,2,3,B39,84
9,FMFC4H,1,3,226,96
10,FLFC8H,1,3,121,94
12,PPF44Q3B,3,3,GYM3,70
12,PQF44Q2Y,3,3,251,100
11,ULFC4TP,2,3,B39,83
10,EEF88,3,3,346,77
10,ULFC4TP,2,3,B39,67
10,BCF44T,32,3,204,65
10,PPF44Q2G,4,3,GYM2,75
11,UEFG4,1,3,B27,70
9,EEFG4H,8,3,349,93
9,FSFC8H,4,3,113,90
10,MRF44HG,3,3,107,90
9,SLF44,3,3,247,83
9,FMFC4H,1,3,226,96
10,SCF84QQF,1,3,238,84
12,PGF44Q2C,2,3,GYM1,90
12,PGF44Q3C,2,3,GYM1,95
11,FMF44UQX,2,3,116,100
10,SCF84QQF,1,3,238,80
12,PGF44Q2C,2,3,GYM1,85
12,PWF44Q3G,1,3,POOL,65
12,SDF88TV,2,3,206,96
12,EQF44QQY,3,3,328,100
12,PPF44Q2G,4,3,GYM2,65
12,PPF44Q3G,4,3,GYM2,65
11,PPF44Q2B,5,3,GYM3,95
11,PPF44Q3B,3,3,GYM3,85
10,HUF44QQB,1,3,315,65
10,SCF84QQF,1,3,238,75
12,HQF44QQY,3,3,317,98
12,PPF44Q2B,3,3,GYM3,65
12,PPF44Q3B,3,3,GYM3,65
10,HUF44HQB,1,3,315,91
12,FQF44QQY,3,3,216,100
10,MKFC4TC,1,3,108,80
10,EEFGGQF,1,3,103,65
10,BCF44T,22,3,204,85
10,PPF44Q3B,3,3,GYM3,90
9,EEFGGHF,1,3,103,94
11,FSFC8H,4,3,113,100
10,MRF44H,6,3,225,100
10,PPF44Q2G,3,3,GYM2,65
10,PPF44Q3G,3,3,GYM2,65
9,ESFG8QF,1,3,334B,65
12,MPF44UQS,1,3,211,80
9,HGF88HQD,7,3,313,97
11,MRF44QG,2,3,104,76
9,EEFG4H,8,3,349,92
12,MRF44H,4,3,205,99
9,PHF44Q2,2,3,B17,85
9,PPF44Q3B,3,3,GYM3,80
11,PPF44Q2G,3,3,GYM2,100
11,PPF44Q3G,4,3,GYM2,95
9,HGF88XHD,1,3,325,91
11,FMFCCH,1,3,111,95
11,FMFCCH,1,3,111,100
9,SLF44QW,2,3,328B,85
11,FSFCCH,3,3,125,100
12,ANF44X,1,3,B7,81
10,EEF88HG,3,3,146,94
9,HQF44HH,2,3,324,98
9,SLF44H,2,3,228,90
9,SLF44HG,2,3,231,91
10,EEF88QT,3,3,146,65
12,FMF44UQX,2,3,116,100
10,FLFC8H,1,3,121,97
10,MKFC4TC,1,3,108,96
10,FMFC8H,1,3,215,94
11,MRF44HG,3,3,107,92
9,ESFG8QF,1,3,334B,88
11,PPF44Q2B,5,3,GYM3,95
11,UAF88H3,2,3,235,98
11,SCF44QG,2,3,139,68
9,FMFC4H,1,3,226,99
10,HUF44QT,2,3,316,68
10,MKFC4TC,1,3,108,75
9,SCF44,4,3,138,81
9,MEF44HG,2,3,208,94
10,FMFC8H,1,3,215,96
9,HGF88QQD,1,3,321,88
12,MCF87UBD,1,3,203,71
11,FSFCCU,2,3,123,92
10,FSFC8H,4,3,113,90
10,HUF44UQX,2,3,333,100
12,HBF44X,1,3,311,93
10,FMFC8,1,3,215,76
12,SDF84UVT,1,3,332,95
9,SLF44H,3,3,247,90
11,PPF44Q2B,5,3,GYM3,95
11,UAF88H3,2,3,235,98
9,PPF44Q2B,5,3,GYM3,95
9,PPF44Q3B,5,3,GYM3,90
11,MRF44,4,3,205,80
12,ANF44X,1,3,B7,89
11,SCF44,4,3,138,76
12,PGF44Q2C,2,3,GYM1,100
12,PGF44Q3C,2,3,GYM1,100
11,SDF84UVT,1,3,332,95
10,SCF44,3,3,141,87
9,FSFC4,1,3,115,80
9,SLF44H,3,3,247,90
9,PPF44Q2B,4,3,GYM3,98
9,PPF44Q3B,5,3,GYM3,90
9,EEFGGHF,1,3,103,95
12,EEFGGQGF,1,3,249,65
9,HGF88HQD,1,3,321,94
9,HGF88HQD,7,3,313,90
9,MRF44,5,3,221,88
12,FMF44UQX,2,3,116,100
10,HUF44QG,2,3,316,80
10,BCF44T,32,3,204,100
10,PPF44Q2B,3,3,GYM3,80
10,HUF44HQB,1,3,315,91
11,PPF44Q2B,4,3,GYM3,75
11,PPF44Q3B,5,3,GYM3,65
12,PPF44Q2G,4,3,GYM2,70
12,PPF44Q3G,4,3,GYM2,65
9,HGF88QQD,1,3,321,65
10,FSFC8H,3,3,122,93
10,FLFC8H,1,3,121,92
9,HGF84QF,1,3,336,65
9,HQF44HH,2,3,324,95
10,EEF88H,3,3,346,97
12,HBF44X,1,3,311,95
10,SCF44QG,2,3,139,88
10,SCF84QQF,1,3,238,67
11,SPF44,2,3,229,82
12,BCF44T,22,3,204,100
12,PGF44Q3C,2,3,GYM1,100
12,MCF87UBD,1,3,203,84
